,publication_number,patent_title,appl_type,negative_text
200,US10171137B2,Method and device for transmitting data by using spatial modulation scheme in wireless access system,utility,"['<p id=""p-0005"" num=""0004"">An object of the present invention is to provide methods for efficiently transmitting and receiving data.</p>', '<p id=""p-0006"" num=""0005"">Another object of the present invention is to provide methods for applying a spatial modulation (SM) scheme for efficient data transmission and reception.</p>', '<p id=""p-0007"" num=""0006"">Still another object of the present invention is to provide methods for transmitting control information by using a spatial modulation scheme for efficient transmission and reception of control information.</p>', '<p id=""p-0008"" num=""0007"">Further still another object of the present invention is to provide devices for supporting the aforementioned methods.</p>', '<p id=""p-0009"" num=""0008"">Additional advantages, objects, and features of the invention will be set forth in part in the description which follows and in part will become apparent to those having ordinary skill in the art upon examination of the following or may be learned from practice of the invention. The objectives and other advantages of the invention may be realized and attained by the structure particularly pointed out in the written description and claims hereof as well as the appended drawings.</p>']"
201,US10171177B2,"Digital signal processor, digital optical receiver using the same, and digital signal processing method",utility,"['<p id=""p-0011"" num=""0010"">In the signal processing LSI <b>630</b> included in the above-mentioned related digital coherent optical receiver <b>600</b>, in order to ensure adequate compensation performance of the TDE circuit with maintaining fast control, a huge circuit size is needed. Accordingly, a fast TDE circuit is implemented by choosing a tap length for the TDE circuit that is smaller than a required number, choosing an oversampling rate for the TDE circuit that is slower than that of the FDE circuit, setting computation precision for the TDE circuit lower than that of the FDE circuit, or the like. In this case, the FDE circuit performs fixed equalization, which provides relatively high performance, and the TDE circuit performs adaptive equalization, which provides relatively low performance.</p>', '<p id=""p-0012"" num=""0011"">The waveform distortion caused by the chromatic dispersion that an optical signal has suffered in an optical transmission line is a known static waveform distortion because variations with time are small, and because a compensation coefficient can be obtained by back calculation from a transfer function of the optical transmission line. In contrast, the distortion caused by imperfection in the characteristics of an optical front-end or an A/D converter varies only slightly with time; however, it is an unknown static waveform distortion because there is no means to observe the distortion readily. In addition, the waveform distortion caused by polarization variations and polarization mode dispersion that an optical signal has suffered in an optical transmission line is a dynamic waveform distortion because such distortion varies with time and is difficult to observe.</p>', '<p id=""p-0013"" num=""0012"">A signal containing these three types of distortion is first subjected to a high-performance fixed equalization process in the FDE circuit to compensate for the known static waveform distortion. At this point, the unknown static waveform distortion and the dynamic waveform distortion are not compensated for and remain in the signal. The signal containing the remaining two types of distortion is then subjected to a low-performance adaptive equalization process in the TDE circuit to compensate for the dynamic waveform distortion. Because the TDE circuit performs adaptive equalization in this process, the unknown static waveform distortion can also be compensated for at the same time. In this way, the three types of distortion described above can be compensated for by the FDE circuit and the TDE circuit.</p>', '<p id=""p-0014"" num=""0013"">However, although variations with time in the unknown static waveform distortion are small, it is difficult to calculate a distortion compensation coefficient. For this reason, the distortion cannot be compensated for by the high-performance fixed equalization process as described above; consequently, it is compensated for by using the low-performance adaptive equalization process. This poses a problem in that the signal quality of a demodulated signal becomes lower than the case that all types of waveform distortion are compensated for by using the high-performance fixed equalization process.</p>', '<p id=""p-0015"" num=""0014"">Thus, there is a problem in that it is difficult to obtain a demodulated signal with high signal quality in a digital optical receiver because it is difficult to compensate for each of different types of waveform distortion by a high-performance equalization process.</p>', '<p id=""p-0016"" num=""0015"">An object of the present invention is to provide a digital signal processor, a digital optical receiver using the digital signal processor, and a digital signal processing method that solve the problems described above.</p>']"
202,US10171196B2,"Terminal device, base station apparatus, and integrated circuit",utility,"['<p id=""p-0008"" num=""0009"">The MCS that is included in the downlink control information, which is disclosed in NPL 2, is MCS that is used for the transfer by the terminal device itself. For this reason, in a case where the terminal device uses the NAICS, because the MCS of a different terminal device that causes the interference is difficult to acquire, the interference signal is difficult to suitably detect. Therefore, because it is difficult for terminal device to cancel or suppress the interference signal with high precision, there is a problem in that reception performance is degraded.</p>', '<p id=""p-0009"" num=""0010"">An object of the present invention, which is made in view of this situation, is to provide a terminal device, a base station apparatus, and an integrated circuit, which are capable of reducing a degradation in reception performance due to interference.</p>']"
203,US10171198B2,Channel set up method of optical receiver with wavelength tunable filter,utility,"['<p id=""p-0030"" num=""0028"">The present invention is for solve the problem with setting a channel in wavelength-tunable optical receivers of the related art. An object of the present invention is to provide a channel set up method of optical receiver with wavelength tunable filter in order to use all of wavelength-tunable filers within an operation temperature range of 40° C.</p>']"
204,US10171211B2,"Wireless communication system and method, and wireless communication apparatus",utility,"['<p id=""p-0007"" num=""0006"">By the way, during power transmission, information associated with charge, such as, for example, required voltage, required current, and battery remaining capacity, is transmitted and received between a charging apparatus configured to perform wireless power transmission and an object to be charged by the charging apparatus, in many cases. On the charging apparatus configured to perform the wireless power transmission, the information associated with the charge is transmitted and received by the wireless communication in many cases. Here, in particular, real time property of the information is emphasized during the power transmission, and it is thus desired to transmit and receive the information associated with the charge with a fixed period.</p>', '<p id=""p-0008"" num=""0007"">However, for example, if the technologies described in the Patent Literatures 1 to 4 are applied to the transmission and reception of the information associated with the charge, there is a possibility that transmission timing is shifted (i.e. there is a possibility that it becomes hard to transmit and receive the information with a fixed period) due to collision avoidance control of the wireless communication, which is technically problematic.</p>', '<p id=""p-0009"" num=""0008"">In view of the aforementioned problems, it is therefore an object of the present invention to provide a wireless communication system, a wireless communication method, and a wireless communication apparatus that are suitable for regular communication while avoiding the communication collision.</p>']"
205,US10171212B2,Method and device for performing channel estimation,utility,"['<p id=""p-0009"" num=""0008"">An object of the present invention devised to solve the problem lies in a method for efficient channel state reporting and a signaling method related to efficient channel state reporting.</p>', '<p id=""p-0010"" num=""0009"">The technical objects that can be achieved through the present invention are not limited to what has been particularly described hereinabove and other technical objects not described herein will be more clearly understood by persons skilled in the art from the following detailed description.</p>']"
206,US10171220B2,"Terminal, base station, and communication method",utility,"['<p id=""p-0011"" num=""0010"">Carrier aggregation with a TDD cell and an FDD cell has no mechanism for transmitting/receiving HARQ-ACK information corresponding to a PDCCH/EPDCCH indicating a PDSCH of a cell with a certain frame structure type or a PDCCH/EPDCCH indicating SPS release in a cell with a frame structure type that is different from that of the cell described earlier, which is a problem in that appropriate communication cannot be performed.</p>', '<p id=""p-0012"" num=""0011"">In light of the foregoing, an object of the present invention is to provide a terminal device that enables appropriate communication.</p>']"
207,US10171225B2,Communication apparatus and control signal mapping method,utility,"['<p id=""p-0020"" num=""0019"">In operation where a terminal changes a connection-destination small cell every subframe, the reception quality also changes every small cell. Accordingly, the optimum DMRS pattern also changes every subframe.</p>', '<p id=""p-0021"" num=""0020"">However, the DMRS mapping method of the related art assumes that a fixed pattern is used to map DMRSs for all terminals. Accordingly, the method is not adapted to the reception environment that varies every terminal.</p>', '<p id=""p-0022"" num=""0021"">In addition, even if a certain base station attempts to increase the channel quality by increasing the DMRS power (power boosting) in the case where the same pattern is used to map DMRSs for a plurality of neighboring cells, it is difficult to increase the channel quality because the amount of interference increases when a base station forming another cell increases the DMRS power on the same resources.</p>', '<p id=""p-0023"" num=""0022"">It is an object of the present invention to provide a transmission apparatus and a control signal mapping method each of which enables high transmission-rate communication by mapping DMRSs in a way adapted to the reception environment of each terminal.</p>']"
208,US10171246B2,Multi-user strong authentication token,utility,"['<p id=""p-0014"" num=""0013"">While the security solutions described above go a long way in thwarting various man-in-the-middle attacks, the security of this solution hinges on the assumption that the attacker cannot manipulate the authentication device so as to break the link between the actual representation by the authentication device to the user of the confirmation data received from the remote application on the one hand and the generation by the authentication device of the corresponding dynamic credential on the other hand. This is a reasonable assumption in the case of a dedicated hardware authentication device, but it is much more questionable in the case of a multipurpose computing device, such as a typical smartphone or tablet computer, that may have an open operating system that allows the user to install extra software to enrich the functionality of the device.</p>', '<p id=""p-0015"" num=""0014"">In the latter case it is conceivable that an attacker may succeed in installing some kind of malware on the user\'s authentication device such that the data which the user actually gets to see for verification on the authentication device are different from the confirmation data that the authentication application on the authentication device received from the remote application and that the authentication device uses to generate a dynamic credential. In that case it may be possible that the attacker may succeed in making the user believe that the transaction data as known to the remote application do indeed correspond to the transaction that the user originally intended to submit while the authentication application is actually processing the fraudulent transaction data which the remote application has really received and has sent as confirmation data to the authentication device.</p>', '<p id=""p-0016"" num=""0015"">For example, on some smartphone or tablet platforms it may be possible to mount the following attack, which may be referred to as ‘an overlay attack’. When the authentication application on the user\'s authentication device presents the authentication data to the user for verification, for example in a window of the authentication application, then a piece of malware may immediately put a malware window on top of the area of the authentication window that is used to present the transaction data to be verified/confirmed by the user, such that the real confirmation data presented by the authentication application are hidden and not visible to the user and such that the user instead gets to see the data presented in the malware window, i.e. the original transaction data that the user expects to see. If the attack is carefully executed, it may not be possible for the user to notice this type of attack. This type of attach may be referred to as an overlay attack and the malware window that is put on top of the authentication window may be referred to as the overlay window.</p>', '<p id=""p-0017"" num=""0016"">What is needed are solutions for thwarting such an overlay attack.</p>']"
209,US10171252B2,"Data determination apparatus, data determination method, and computer readable medium",utility,"['<p id=""p-0010"" num=""0009"">In recent years, a sophisticated attack represented by Stuxnet and targeting an industrial control system has come to be conducted. The Stuxnet takes over a server whose communication has been permitted, and then causes an attack communication to be mixed with a communication defined to be normal. Consequently, there is a problem that the attack communication evades the countermeasure of the white-list type in each of Patent Literatures 1 and 2.</p>', '<p id=""p-0011"" num=""0010"">In the technology in Patent Literature 2, communication states of a transmission source and a transmission destination are monitored, it is determined whether the communication states are in accordance with the communication sequence prescribed in advance, and access control is performed according to a result of the determination. However, there is a problem that, in this case, by performing communication in accordance with the communication sequence through the server taken over, communication of attack data for unauthorized rewriting of a program or the like as well becomes possible.</p>', '<p id=""p-0012"" num=""0011"">In the technology in Patent Literature 3, association between each application program and a communication is made on each local host. When a communication is generated, it is determined whether the application program that performs this communication is the one whose communication is permitted, and this communication is thereby blocked. In the technology in this Patent Literature 3, however, when vulnerability in the application program whose communication has been permitted is attacked, the communication cannot be blocked.</p>', '<p id=""p-0013"" num=""0012"">An object of the present invention is to provide a data determination apparatus capable of detecting intrusion of even an attack whereby a server whose communication has been permitted is taken over and an attack communication is mixed with a communication defined to be normal.</p>']"
210,US10171279B2,Transmitter and receiver,utility,"['<p id=""p-0007"" num=""0006"">The conventional wireless communication device according to Patent Literature 1 described above poses the following problem: Since the null symbol arrangement pattern is stored in the memory, the memory requires a large amount of capacity in order to store the pattern of the entire time frame.</p>', '<p id=""p-0008"" num=""0007"">The present invention has been made to solve the above-mentioned problem, and an object of the present invention is to obtain a transmitter and a receiver that are capable of providing a wireless communication device in which the amount of memory required for storing the null symbol arrangement pattern is reduced.</p>']"
211,US10171294B2,Information processing device and system design support method,utility,"['<p id=""p-0007"" num=""0006"">In order to implement the aforementioned large-scale system, it is necessary to design a network for connecting between computers, and to maintain consistency between a requirement for the designed network, and a requirement for communication between software components using the network. However, designing a network and designing a software configuration are performed individually. Therefore, a user is required to re-design a network, every time a software configuration is changed.</p>', '<p id=""p-0008"" num=""0007"">For instance, it is assumed that the system configuration software disclosed in NPL 1 is used for configuring a system. In this case, a user is required to re-design a requirement for communication between virtual machines, a requirement for a virtual network, a setting relating to a virtual network, and the like, every time a software configuration such as a virtual machine in which a software component is deployed is changed.</p>', '<p id=""p-0009"" num=""0008"">An object of the present invention is to provide an information processing device and a system design support method that enable to solve the above problem and to maintain consistency between a requirement for communication with respect to software in a system and a requirement for a network, without re-designing a network by a user.</p>']"
212,US10171325B2,"Minimum delay value calculating device, information transmitting device, minimum delay value calculating method, and program storage medium",utility,"['<p id=""p-0014"" num=""0015"">However, the approach in NPL 3 has a problem that it is difficult to set an appropriate interval for computing the minimum value dmin_est of the propagation delay or the like. In other words, there is a disadvantage that increasing the fixed interval for computing the minimum value dmin_est will extend time for reflecting the increase of propagation delay or the like to the value dmin of the propagation delay or the like when the propagation delay or the like increases. In contrast, reducing the fixed interval for computing the minimum value dmin_est will often lead to the increase in the value dmin of the propagation delay or the like, even when the propagation delay or the like does not show a large change. This will cause an inconvenience that the server device underestimates the queuing delay and excessive traffic flows in the network. In addition, the communication condition of the mobile terminals or network varies from moment to moment depending on, for example, changes in surrounding conditions due to moving of the mobile terminals, changes in radio wave conditions between the mobile terminals and the base station, and changes in cross traffic conditions. A fixed constant interval for computing the minimum value dmin_est regardless of such a dynamic variation in the communication condition will impose a limitation on the optimization of the network communication state.</p>', '<p id=""p-0015"" num=""0016"">The present invention was made in order to solve the problems as described above. In other words, the main objective of the present invention is to provide a technique capable of appropriately detecting propagation delay or the like (minimum delay value) in order to appropriately control a transmission rate of information in information communications.</p>']"
213,US10171348B2,"Communication control device, communication control system, communication control method, and communication control program that selects a function to be used from failure recovery functions superposed by layer",utility,"['<p id=""p-0014"" num=""0013"">As described above, in the general technology, on the basis of the assumption that a time required for failure detection and failure recovery becomes longer in an upper layer, the upper layer expects failure recovery in a lower layer and a time to wait while expecting an operation of the lower layer includes a certain degree of margin. For example, also in the technology disclosed in PTL 1, the upper node waits because it expects quick recovery of the lower network.</p>', '<p id=""p-0015"" num=""0014"">However, since a difference between communication distances in the upper layer and the lower layer is only a general tendency, this tendency does not match with all environments. For example, in a network in the building of a communication carrier, a difference between communication distances in the upper layer and the lower layer is not large.</p>', '<p id=""p-0016"" num=""0015"">Furthermore, since an operation time of a communication failure recovery method significantly depends on a processing load of a communication device, a mounting technology and the like, the lower layer is not always fast.</p>', '<p id=""p-0017"" num=""0016"">Therefore, it is not proper to uniformly apply a process, in which the upper layer waits while expecting the failure recovery of the lower layer, without considering environments and the like as with the general technology. For example, there is also a case in which it is proper to perform the failure recovery by using the functions of the upper layer without waiting the failure recovery of the lower layer.</p>', '<p id=""p-0018"" num=""0017"">That is, in the integrated network control as described above, it is necessary to select a function to be used from functions superposed to each layer.</p>', '<p id=""p-0019"" num=""0018"">In this regard, an object of the present invention is to provide a communication control device, a communication control system, a communication control method, and a communication control program, by which it is possible to select a function to be used from failure recovery functions superposed to each layer, such as communication failure recovery functions, in an integrated network control environment.</p>']"
214,US10171351B2,Method for updating flow table,utility,"['<p id=""p-0010"" num=""0009"">The purpose of the present invention for resolving the above-described problem is to provide methods for updating a flow table of at least one network apparatus based on a scheduled time in a software defined network (SDN).</p>']"
215,US10171354B2,"Communication processing system, communication processing apparatus, communication processing method, and storage medium",utility,"['<p id=""p-0015"" num=""0014"">In the above-described network system, when a transmitting apparatus and a receiving apparatus are connected via a network device such as a router and a switch, for example, the arrival interval of the communication data to the receiving apparatus may be disturbed.</p>', '<p id=""p-0016"" num=""0015"">Specifically, when another communication device connected to the above-mentioned network device transmits or receives communication data, a delay may be caused on the network due to the communication data. There is also a possibility that communication data between the above-mentioned transmitting apparatus and the receiving apparatus may stay on the network device, because of the transmission or reception of communication data concerning the other communication device.</p>', '<p id=""p-0017"" num=""0016"">In such a case, a time required for reconstructing the original data from the communication data received by the receiving apparatus tends to fluctuate, and real-time characteristics of communication would be degraded.</p>', '<p id=""p-0018"" num=""0017"">For this reason, the above-explained network system requires a technology to reduce the effect, on the real-time characteristic, of the delay that is caused on the communication routes.</p>', '<p id=""p-0019"" num=""0018"">In addition, when communication apparatuses mutually communicate via a plurality of communication routes, the original data are divided into a plurality of pieces of communication data (e.g., packet), and transmitted in parallel via respective communication routes. The communication data transmitted in parallel from the transmitting apparatus will arrive on the receiving apparatus asynchronously. In this case, so as to perform efficiently the process to reconstruct the original data from the received communication data, a technology is required which can process the communication data for each of the plurality of communication routes in parallel, for example.</p>', '<p id=""p-0020"" num=""0019"">According to the technology disclosed in the above-explained PTL 1, a communication route of which delay is relatively low can be selected based on the packet round-trip time. However, if a delay is already caused on a selectable communication route, it is difficult to avoid such a delay completely, therefore, the real-time characteristics of communication could be degraded.</p>', '<p id=""p-0021"" num=""0020"">The technology disclosed in PTL 2 can ensure reliability of the communication route by recovering communication errors in packet transfer. However if there is a delay caused in each communication route, it will take time to reconstruct packets, which would degrade real-time characteristics of communication. In addition, it is required, with the technology disclosed in PTL 2, to collect all the packets constituting the original data, so as to reconstruct (recover) the original data from the packets arrived from the plurality of routes. Such communication packets have to be exclusively collected to pursue reconstructing. Therefore, it is difficult to conduct the process in parallel, by the technology disclosed in PTL 2.</p>', '<p id=""p-0022"" num=""0021"">The present invention has been conceived in light of the above-described circumstances. A main objective of the present invention is providing a communication processing system and the like which can separate a communication route used for a certain communication, from communication routes used for other communications, when a delay has occurred in at least a part of the communication routes among the plurality of communication routes in a network.</p>']"
216,US10171366B2,Communication device and control method of communication device,utility,"['<p id=""p-0010"" num=""0009"">However, the techniques described in PTLs 1 and 2 have a problem of imposing heavy load on the transmitter/receiver device and the network due to transmission of retransmission data.</p>', '<p id=""p-0011"" num=""0010"">This is because, in the techniques described in PTLs 1 and 2, retransmission data is transmitted for all transmission data. In other words, in the techniques described in PTLs 1 and 2, retransmission control is performed also on data not having the problem of an increase in delay due to retransmission, so that unnecessary retransmission control increases the load imposed on the transmitter/receiver device and the network in some cases.</p>']"
217,US10171428B2,"Confidential data management method and device, and security authentication method and system",utility,"['<p id=""p-0006"" num=""0005"">The present disclosure is designed to solve the conventional problem, and therefore, the present disclosure is directed to providing a confidential data management method and device with enhanced security of confidential data and improved user convenience.</p>', '<p id=""p-0007"" num=""0006"">Furthermore, the present disclosure is directed to providing a secure authentication method and system for protecting authentication information of a user safely from external hacking and performing enhanced authentication.</p>', '<p id=""p-0008"" num=""0007"">These and other objects and advantages of the present disclosure may be understood from the following detailed description and will become more fully apparent from the exemplary embodiments of the present disclosure. Also, it will be easily understood that the objects and advantages of the present disclosure may be realized by the means shown in the appended claims and combinations thereof.</p>']"
218,US10171546B2,"Content reproduction apparatus, control information providing server, and content reproduction system",utility,"['<p id=""p-0009"" num=""0008"">However, the content reproduction system disclosed in JP 2008-113247A simply defines a user\'s operation or the like of transitioning one content to another content. For example, when the content reproduction system is applied to a content in which a plurality of streams are linked complicatedly or one content is operated by a plurality of providers, there is a problem that the content reproduction system is not suitable.</p>', '<p id=""p-0010"" num=""0009"">The present invention is devised in view of the above-mentioned problem and an object of the present invention is to provide a novel and improved content reproduction apparatus, a novel and improved control information providing server, and a novel and improved content reproduction system capable of reproducing a link-type content which includes a plurality of scenarios formed by content data and control information used to control reproduction of the content data and to which a scenario is linked.</p>']"
219,US10171570B2,Information processing apparatus,utility,"['<p id=""p-0009"" num=""0008"">However, in the above redundant arrangement technique, the data units are arranged in a distributed manner only in view of the redundancy, and therefore, in a case where each of multiple work units performs processing on the data unit, it takes a long time to complete all the processing.</p>', '<p id=""p-0010"" num=""0009"">For example, in a case where each of the two work units includes many identical data units, and a failure and the like occurs in one of the work units, one of the work units does not perform processing on the data unit, and instead, the other of the work units performs processing on the data unit. Therefore, the number of data units processed by the other of the work units increases. Other work units that do not hold the same data unit as the data unit held by the one of the work units in which a failure and the like occurs cannot perform processing on the data unit instead of the one of the work units. As a result, the number of work units performing processing at a time decreases in the entire distributed processing system, and therefore, there is a problem in that it takes a long time to complete the processing on all of the data units, and the throughput decreases.</p>', '<p id=""p-0011"" num=""0010"">Therefore, it is an object of the present invention to provide an information processing apparatus capable of solving the problem of the reduction of the throughput which is the problem explained above.</p>']"
220,US10171613B2,"Client device, server, recording medium and information processing method",utility,"['<p id=""p-0006"" num=""0005"">However, in the technology disclosed in Patent Literature 1, when content data is not stored in a terminal device, it is necessary to acquire content data from a server through a network. Therefore, when a terminal device repeatedly accesses the same content (for example, a web page) many times, although the technology can sufficiently accelerate output of the content, it is otherwise difficult to say that it can exhibit sufficient effects.</p>', '<p id=""p-0007"" num=""0006"">Accordingly, the present disclosure proposes a novel and improved client device, server, recording medium, and information processing method capable of further accelerating output of content in a mobile environment.</p>']"
221,US10171617B2,Communication system that support review of usage details for a communication service,utility,"['<p id=""p-0007"" num=""0006"">However, the above technologies are unable to adequately support reviewing usage details for a communication service after the relevant communication service ends, and for example, are unable to support the reviewing of the details of usage on a communication service temporarily provided at a party venue or the like after the relevant communication service ends.</p>', '<p id=""p-0008"" num=""0007"">Accordingly, the present disclosure provides a new and improved communication terminal, communication method, program, and communication system able to support the reviewing of usage details for a communication service after the relevant communication service ends.</p>']"
222,US10171728B2,"Image processing device, photographing control method, and program",utility,"['<p id=""p-0006"" num=""0005"">However, in the above-described technology, a photographing timing is controlled by the main camera based on an image obtained with the sub-camera. Thus, a higher-quality image such as an image having higher sharpness or an image closer to a point of sight of the photographer may not be obtained.</p>', '<p id=""p-0007"" num=""0006"">It is desirable to provide a technology capable of a higher-quality image.</p>']"
223,US10171732B2,"Image processing apparatus, image pickup apparatus, image processing method, and non-transitory computer-readable storage medium for generating an image based on plurality of parallax images",utility,"['<p id=""p-0005"" num=""0004"">In the image pickup apparatus disclosed in each of U.S. Pat. No. 4,410,804 and Japanese Patent Laid-Open No. 2001-083407, a main object may be photographed to focus on the main object to be effectively emphasized while a foreground or a background is greatly blurred. Depending on a photographing scene, however, a blur covering in which the main object is concealed by the large blur of the foreground (for example, petals) located in front of the main object (for example, a bird) occurs, and thus, a quality of a captured image may be deteriorated.</p>', '<p id=""p-0006"" num=""0005"">The present invention provides an image processing apparatus, an image pickup apparatus, an image processing method, a program, and a storage medium that improve a quality of a captured image.</p>']"
224,US10171736B2,Control an imaging mode of an imaging device based on posture information of the imaging device,utility,"['<p id=""p-0005"" num=""0004"">By the way, when a mode relating to imaging of an imaging apparatus is set, a user is required to perform troublesome operation for, for example, setting a mode to a desired mode at the imaging apparatus or at an information processing apparatus connected through communication. Therefore, it is desirable to easily set the mode of the imaging apparatus to the desired mode.</p>', '<p id=""p-0006"" num=""0005"">Therefore, there is a need for providing an imaging system, an imaging apparatus, an information processing apparatus and method, and a program which enable a mode relating to imaging to be easily set.</p>']"
225,US10171750B2,"Solid-state image sensor, imaging control method, signal processing method, and electronic apparatus",utility,"['<p id=""p-0006"" num=""0005"">However, because the white pixel has a higher sensitivity than another pixel, it is saturated faster than another pixel. As a result, a saturation false color called purple fringing is generated, thereby deteriorating the image quality.</p>', '<p id=""p-0007"" num=""0006"">In view of the above, the present technology has been made to suppress the deterioration of image quality, which is caused by the difference of sensitivity between pixels.</p>']"
226,US10171757B2,"Image capturing device, image capturing method, coded infrared cut filter, and coded particular color cut filter",utility,"['<p id=""p-0018"" num=""0023"">The method of NPL 1 has a problem that, although a high-resolution RGB image and NIR image can be generated by using two cameras, it is hard to make the image input device compact and the cost of the image input device becomes high. Although it is possible to incorporate the same method as described above into one device, it is hard to resolve the above-described problems since two optical paths RGB and NIR and two image sensors are needed.</p>', '<p id=""p-0019"" num=""0024"">The image sensors of NPL 2 and PTL 1 are a special image sensor for generating a near infrared image. In other words, the present image sensor is obtained by semiconductor manufacturing. It is hard to obtain such an image sensor and there is a problem that the cost of such an image sensor is higher than that of a usual image sensor at present.</p>', '<p id=""p-0020"" num=""0025"">An image capturing technique utilizing a configuration of a general image capturing device and which can perform image processing of a visible light region and a near infrared region is expected to be developed.</p>', '<p id=""p-0021"" num=""0026"">The present invention is to solve the above-described problems and an object of the present invention is to provide an image capturing technique utilizing a configuration of a general image capturing device and which can easily perform image processing of a visible light region and a near infrared region.</p>']"
227,US10171761B2,Solid-state imaging device and electronic device,utility,"['<p id=""p-0009"" num=""0008"">However, in the case where there is variation (mainly variation in threshold voltage) between amplification transistors of pixels, the reset level of a pixel fluctuates. Therefore, the gate voltage of the clipping circuit needs to be set to include some margin, in consideration of this variation. Accordingly, also a dynamic range of an AD conversion circuit needs to be set to include a margin similarly. That is, it is necessary to design the AD conversion circuit in consideration of at least a voltage corresponding to this margin, which hinders a reduction in the voltage of the AD conversion circuit.</p>', '<p id=""p-0010"" num=""0009"">The present technology has been made in view of such circumstances, and enables a reduction in the voltage of an AD conversion circuit.</p>']"
228,US10171770B2,"Image playback device, display device, and transmission device",utility,"['<p id=""p-0005"" num=""0004"">Patent Literature 1 discloses a technique for transmitting interpolation data as additional information in addition to a video signal from a transmission device in order to implement higher frame rate processing with high accuracy at a display device while reducing the amount of data transmitted. It can be thought that such techniques disclosed in patent Literature 1 are extended to cover the interpolation data for performing processing for higher resolution, higher bit depth and/or the like so that a video signal added with interpolation data of a plurality of kinds on image quality as additional information is transmitted from the transmission device to a display device in order to generate video with higher image quality.</p>', '<p id=""p-0006"" num=""0005"">However, because of a limitation on the capacity of a transmission line, such as HDMI (registered trademark) (High Definition Multimedia Interface), for data interchange between the transmission device and the display device, the transmitting of all interpolation data of a plurality of kinds to the display device is impractical.</p>', '<p id=""p-0007"" num=""0006"">The present invention has been made to solve such technical issues and it is an object of the present invention to generate display video with high image quality while taking into account the capacity of a transmission line between a transmission device transmitting video data and a display device causing a display unit to display video.</p>']"
229,US10171787B2,"Reproduction device, reproduction method, and recording medium for displaying graphics having appropriate brightness",utility,"['<p id=""p-0008"" num=""0007"">Owing to technological progresses in displays such as organic electroluminescence (EL) displays and liquid crystal displays (LCDs), monitors with brightness, such as 500 nit and 1000 nit, that is brighter than standard monitors are commercially available. Content that can take advantage of the performance of such monitors having such a wide dynamic range is in demand.</p>', '<p id=""p-0009"" num=""0008"">BD is known to be able to overlay and display graphics, such as a caption, on a video; however, graphics may become uneasy to view when graphics having a wide dynamic range similar to a wide dynamic range of a video is overlaid on the video.</p>', '<p id=""p-0010"" num=""0009"">The present technology has been conceived in view of the above situation and enables graphics with an appropriate brightness to be displayed on a video with a wide dynamic range of brightness.</p>']"
230,US10171800B2,"Input/output device, input/output program, and input/output method that provide visual recognition of object to add a sense of distance",utility,"['<p id=""p-0013"" num=""0012"">The object of the present invention is to provide an I/O device, an I/O program, and an I/O method that can add a sense of distance from the position of visually recognizing eyes to a stereoscopic image that is a virtual image, through an object that is a real image and provide visual recognition as if the stereoscopic image were associated with the object.</p>']"
231,US10171821B2,Scalable video encoding method and apparatus and scalable video decoding method and apparatus using up-sampling filter accompanied by conversion of bit depth and color format,utility,"['<p id=""p-0006"" num=""0005"">The present invention provides a method of determining an up-sampling filter so as to accurately interpolate a sample value for each sampling position according to an up-sampling ratio. The present invention also provides a scalable video encoding method and a scalable video decoding method of performing interlayer prediction by generating a high resolution prediction image from a low resolution image by using an accurate up-sampling filter selected according to a scalability ratio. The present invention also provides a scalable video encoding method and a scalable video decoding method of converting a color format by making a scalability ratio of a luma pixel different from a scalability ratio of a chroma pixel. The present invention also provides a scalable video encoding method and a scalable video decoding method of performing conversion by magnifying a bit depth when up-sampling is performed by using inter-based calculation.</p>']"
232,US10171823B2,Image decoding device and image coding device,utility,"['<p id=""p-0024"" num=""0022"">However, in the scaled reference layer offset and the reference layer offset disclosed in NPL 2 and NPL 3, there is a problem in that a correct value may not be set in a case in which the color format of a picture of a higher layer or a lower layer has a corresponding relation between a luminance pixel and a chroma pixel which is different from the 4:2:0 color format. Therefore, a reference pixel position or a scale derived from the scaled reference layer offset and the reference layer offset is different from an actual value in some cases. Accordingly, there is a problem in that a predicted image generated through inter-layer prediction is inaccurate, and consequently a prediction residual increases and a code amount of coded data thus increases.</p>', '<p id=""p-0025"" num=""0023"">The present invention is devised in view of the foregoing problems and an object of the present invention is to realize an image coding device and an image decoding device capable of setting an accurate value in a scaled reference layer offset or a reference layer offset in a case in which a picture with a different color format from a 4:2:0 color format is a processing target of a higher layer or a lower layer, without increasing a code amount of the scaled reference layer offset or the reference layer offset coded or decoded in a case in which a picture with a 4:2:0 color format is a processing target.</p>']"
233,US10171836B2,Method and device for processing video signal,utility,"['<p id=""p-0005"" num=""0004"">An object of the present invention is to improve video signal coding efficiency.</p>']"
