,publication_number,patent_title,appl_type,negative_text
223,US10177286B2,Light emitting element package having three regions,utility,"['<p id=""p-0012"" num=""0011"">Embodiments provide a light emitting element package which may be implemented as a surface light source of a vehicular headlight without dark regions.</p>']"
224,US10177296B2,Thermoelectric conversion element and thermoelectric conversion module using same,utility,"['<p id=""p-0006"" num=""0005"">In the existent materials enumerated above, the electric conductivity and the Seebeck coefficient were limited. A performance index necessary for putting a thermoelectric conversion element into practical use is defined by ZT (T represents absolute temperature), and at least 1 or more, preferably, 2 or more ZT is necessary. It was difficult to attain a further higher conversion efficiency in thermoelectric conversion elements by utilizing the usual Seebeck effect. In addition, the electromotive force utilizing the spin Seebeck effect is not sufficiently high compared with the electromotive force obtained by usual Seebeck effect and a thermoelectric conversion element of large efficiency cannot be provided by the spin Seebeck alone.</p>', '<p id=""p-0007"" num=""0006"">The present invention intends to provide a thermoelectric conversion element having a larger Seebeck coefficient S than usual and a thermoelectric conversion module comprising the thermoelectric conversion element.</p>']"
225,US10177319B2,Nitrogen-containing polycyclic compound and organic light emitting element using same,utility,"['<p id=""p-0008"" num=""0007"">The present application provides a novel polycyclic compound including nitrogen and an organic light emitting device including the same.</p>']"
226,US10177322B2,"Iridium complex, method for producing iridium complex, organic electroluminescent element, display device, and lighting device",utility,"['<p id=""p-0016"" num=""0020"">In view of the above problems and circumstances, it is an object of the present invention to provide an iridium complex having improved luminous efficiency and emission lifetime, a method for producing the same, an organic electroluminescent element using the iridium complex, and a display device and a lighting device that include the organic electroluminescent element.</p>']"
227,US10177341B2,"Encapsulating laminated body, organic light-emitting device and production methods for said body and device",utility,"['<p id=""p-0008"" num=""0007"">As development and application of organic light emitting apparatuses increase, studies on technologies capable of saving process costs and enhancing productivity from simplifying a process manufacturing organic light emitting apparatuses have been required.</p>']"
228,US10177343B2,"Light extraction substrate for organic light emitting device, and organic light emitting device comprising same",utility,"['<p id=""p-0011"" num=""0010"">Accordingly, the present disclosure has been made in consideration of the above-described problems occurring in the related art, and the present disclosure proposes a light extraction substrate for an organic light-emitting diode (OLED), in which the light extraction substrate can improve light extraction efficiency and can contribute to the realization of reliability in an OLED, and an OLED device including the same.</p>']"
229,US10177347B2,Method for manufacturing display device,utility,"['<p id=""p-0006"" num=""0005"">As the method for manufacturing a flexible display device, a method has been proposed in which a separation layer is formed on a support substrate such as a glass substrate, a resin substrate layer and a thin film element are formed in this order on the separation layer, and the resultant is irradiated with a laser beam from a side of the support substrate, and as a result, the adhesion of an interface between the separation layer and the resin substrate layer is decreased to peel the resin substrate layer and the thin film element from the support substrate.</p>', '<p id=""p-0007"" num=""0006"">Herein, by the above-described method in which the resin substrate layer is peeled from the support substrate, a flexible display device having a pair of resin substrate layers which are bonded through a frame-shaped sealing material is manufactured. In this case, when the support substrate on a side of one of the resin substrate layers is removed, an end portion of the other resin substrate layer is likely to be twisted due to a difference between stress applied to the other resin substrate layer and stress applied to a thin film formed on the other resin substrate layer. As a result, intervals between terminals in a terminal group provided at an end portion of a resin substrate are varied. Therefore, it is difficult to mount a flexible printed circuit (FPC) or the like on the terminal group, and a mounting failure occurs.</p>', '<p id=""p-0008"" num=""0007"">In view of such situations, it is an object of the present disclosure to suppress the mounting failure in the terminal group provided on the resin substrate layer.</p>']"
230,US10177350B2,Electrochemical cell packaging material for housing an electrochemical cell body,utility,"['<p id=""p-0010"" num=""0009"">In order to overcome this problem, methods have been proposed for using a hologram label in the identification mark to distinguish between a genuine product and a counterfeit product. However, hologram labels can raise the cost of the manufactured product, and there is also a risk that a hologram label may be forged.</p>', '<p id=""p-0011"" num=""0010"">In view of the foregoing problems, an object of the present invention is to provide an electrochemical cell packaging material which has an identification mark that can be recognized from the outside and that is difficult to forge.</p>']"
231,US10177358B2,Film production method and film production device,utility,"['<p id=""p-0006"" num=""0005"">For a film producing process, however, merely providing a marking to a portion corresponding to a defect as in Patent Literature 2 does not make it possible to accurately determine the area of the defect in the film. Thus, cutting off a portion of a film on the basis of a marking to, for example, remove a defect may, depending on the size of a defect in the film, fail to cut off the entire area of the defect, leaving a defective portion in the film.</p>', '<p id=""p-0007"" num=""0006"">It is an object of an embodiment of the present invention to provide a film producing method, a film producing apparatus, a film, and a film roll each of which makes it possible to accurately indicate the area of a defect in a film.</p>']"
232,US10177359B2,Separator for electrochemical device and method for manufacturing the same,utility,"['<p id=""p-0008"" num=""0007"">The present disclosure is designed to provide a method for manufacturing a separator wherein the separator may be manufactured with various materials. Also, the present disclosure is designed to provide a separator for an electrochemical device manufactured by the method which has pores with a specific numerical range of diameter and tortuosity to allow for smooth movement of lithium ions and a proper porosity (permeation time), and an electrochemical device comprising the same.</p>']"
233,US10177362B2,"Composition for non-aqueous secondary battery functional layer, functional layer-equipped substrate for non-aqueous secondary battery, method for producing laminate for non-aqueous secondary battery, and non-aqueous secondary battery",utility,"['<p id=""p-0007"" num=""0006"">However, the adhesiveness of an adhesive layer in which a conventional particulate polymer is used, such as described above, tends to decrease upon immersion in an electrolysis solution. This may result in a non-aqueous secondary battery that includes the adhesive layer having inadequate battery characteristics (high-temperature cycle characteristics and low-temperature output characteristics).</p>', '<p id=""p-0008"" num=""0007"">Therefore, there is room for improvement with respect to conventional adhesive layers such as described above in terms of displaying high adhesiveness even after immersion in an electrolysis solution.</p>', '<p id=""p-0009"" num=""0008"">Moreover, in production of a non-aqueous secondary battery, a battery component obtained by forming a functional layer, such as an adhesive layer, on a substrate, such as a separator substrate, is normally wound as produced before being stored and transported. However, in the case of battery components in which conventional adhesive layers such as described above are formed, adjacent battery components may stick to one another through the adhesive layers during storage and transportation (i.e., blocking may occur). Therefore, there is also demand for inhibition of such blocking.</p>', '<p id=""p-0010"" num=""0009"">The inventors conducted diligent investigation relating to the areas for further improvement and demand described above. The inventors conceived of an idea that it may be possible to obtain a functional layer that displays high adhesiveness even after immersion in an electrolysis solution and that has excellent blocking resistance by forming the functional layer (hereinafter, a layer that can function as an adhesive layer is referred to as a “functional layer”) using a particulate polymer that does not display high adhesiveness while not in a swollen state in an electrolysis solution, and only displays adhesiveness upon swelling in an electrolysis solution.</p>', '<p id=""p-0011"" num=""0010"">However, upon conducting further investigation, it became clear in a situation in which a particulate polymer is used that only displays adhesiveness upon swelling in an electrolysis solution, a new problem described below arises in production of a secondary battery. Specifically, it was found that in a situation in which a battery component including a functional layer in which a particulate polymer that only displays adhesiveness upon swelling in an electrolysis solution is used and in which battery components are laminated with the functional layer in-between in production of a secondary battery and are then wound up as necessary, there is a problem that a defect may occur due to a deviation in position, such as a winding deviation, of the laminated battery components in production of the secondary battery as a result of the functional layer not displaying high adhesiveness before immersion in an electrolysis solution.</p>', '<p id=""p-0012"" num=""0011"">Accordingly, one objective of the present disclosure is to provide a composition for a non-aqueous secondary battery functional layer capable of forming a functional layer for a non-aqueous secondary battery that can provide a battery component with high blocking resistance and cause excellent adhesiveness to be displayed both before and after immersion in an electrolysis solution.</p>', '<p id=""p-0013"" num=""0012"">Another objective of the present disclosure is to provide a functional layer-equipped substrate for a non-aqueous secondary battery that can provide a battery component with high blocking resistance and cause excellent adhesiveness to be displayed both before and after immersion in an electrolysis solution.</p>', '<p id=""p-0014"" num=""0013"">Another objective of the present disclosure is to provide a method for producing a laminate for a non-aqueous secondary battery in which a separator substrate and an electrode substrate are adhered to one another through a functional layer, wherein the separator substrate and the electrode substrate are strongly adhered through the functional layer both before and after immersion in an electrolysis solution.</p>', '<p id=""p-0015"" num=""0014"">Another objective of the present disclosure is to provide a non-aqueous secondary battery having excellent battery characteristics such as high-temperature cycle characteristics and low-temperature output characteristics.</p>']"
234,US10177376B2,Cathode active material and lithium secondary battery including the same,utility,"['<p id=""p-0010"" num=""0009"">The present invention aims to address the aforementioned problems of the related art and to achieve technical goals that have long been sought.</p>', '<p id=""p-0011"" num=""0010"">As a result of a variety of extensive and intensive studies and experiments, the inventors of the present invention developed a cathode active material including a lithium transition metal oxide, wherein predetermined hetero elements are located at a surface portion of and inside the lithium transition metal oxide, and confirmed that, when the cathode active material is used, excellent high-speed charge characteristics and lifespan characteristics are exhibited, thus completing the present invention.</p>']"
235,US10177380B2,Anode active material and lithium secondary battery including the same,utility,"['<p id=""p-0012"" num=""0011"">It is an object of the present invention to provide an anode active material capable of reducing interfacial resistance and having improved rate performance as well as improving conductivity.</p>', '<p id=""p-0013"" num=""0012"">It is another object of the present invention to provide an anode having a specific orientation ratio and electrode density by including the anode active material, and a resultant lithium secondary battery having improved performance.</p>', '<p id=""p-0014"" num=""0013"">The object of the present invention is not limited to the above-described objects, and other objects which are not described herein will be clearly understood to those skilled in the art from the description below.</p>']"
236,US10177383B2,"Nano-coating material, method for manufacturing same, coating agent, functional material, and method for manufacturing same",utility,"['<p id=""p-0019"" num=""0018"">Objective of the present invention is to solve the conventional problems such as described above, and to provide a new nano-coating material which can be applied easily, can be conveniently produced and prepared, and has excellent adhesiveness to a metal or an alloy even if the film thickness is thin; a method for producing the nano-coating material; a coating agent; a functional material; and a method for producing the functional material. Particularly, it is an object of the invention to provide a nano-coating material which also has an excellent antirust effect in addition to the adhesiveness to a metal, an alloy or the like.</p>']"
237,US10177386B2,"Positive electrode active material for secondary battery, and secondary battery including the same",utility,"['<p id=""p-0008"" num=""0007"">An aspect of the present invention is to provide a positive electrode active material for a secondary battery in which the degeneration of a positive electrode active material due to humidity and the generation of a gas during operating a battery may be prevented by the decrease of humidity reactivity, and a method of preparing the same.</p>', '<p id=""p-0009"" num=""0008"">Another aspect of the present invention is to provide a positive electrode for a secondary battery, a lithium secondary battery, a battery module, and a battery pack, including the positive electrode active material.</p>']"
238,US10177388B2,"Cathode substrate, high-capacity all-solid-state battery and method of manufacturing same",utility,"['<p id=""p-0011"" num=""0010"">The present invention provides a cathode substrate capable of decreasing a conduction distance between an electrode and a cathode material, a high capacity all-solid-state battery, and a method for manufacturing the same.</p>', '<p id=""p-0012"" num=""0011"">The present invention provides a cathode substrate capable of improving the electrical properties of a battery, a high capacity all-solid-state battery, and a method for manufacturing the same.</p>', '<p id=""p-0013"" num=""0012"">The present invention provides a cathode substrate capable of increasing the capacity of a battery even in the same volume as in a conventional thin film battery, a high capacity all-solid-state battery, and a method for manufacturing the same.</p>']"
239,US10177394B2,Fuel cell system and fuel cell control method,utility,"['<p id=""p-0005"" num=""0004"">Meanwhile, in Patent Literature 1, fuel pipes of the small fuel cell stack and the large fuel cell stack are cascaded. Thus, the small fuel cell stack, situated at the preceding stage, is supplied with whole reformed gas to be used in the entire fuel cell system. Consequently, a large amount of methane contained in the reformed gas causes a large endothermic reaction during power generation of the small fuel cell stack, making it difficult to maintain the temperature of the small fuel cell stack. It is therefore necessary to heat the air to be used for power generation to or above the operating temperature of the small fuel cell stack. The problem of this is that the power generation efficiency of the whole fuel cell system decreases.</p>', '<p id=""p-0006"" num=""0005"">The present invention has been made in view of the above problem, and an object thereof is to provide a fuel cell system and a fuel cell control method capable of achieving enhanced power generation efficiency by reducing introduction of fuel for heating air to be used for power generation.</p>']"
240,US10177402B2,Method of manufacturing sealed battery,utility,"['<p id=""p-0014"" num=""0013"">The present invention has been made in view of the situation as mentioned above. The object of the present invention is to provide a method of manufacturing a sealed battery, capable of releasing a gas generated during an initial charge without increasing the number of steps.</p>']"
241,US10177403B2,"Negative-electrode active material for non-aqueous electrolyte secondary battery, negative electrode for non-aqueous electrolyte secondary battery, and non-aqueous electrolyte secondary battery",utility,"['<p id=""p-0008"" num=""0007"">The volume change of SiO<sub>x </sub>due to the intercalation of lithium ions is smaller than, that of Si but is greater than that of carbon materials, such as graphite. Thus, charging and discharging causes a crack in the matrix of active material particles around silicon particles. Such a crack in particles impairs the current collecting performance of the negative electrode, and a newly exposed surface in the particles reacts with an electrolyte solution, increases the amount of irreversible component, and causes deterioration of cycle characteristics. It is an object of the present disclosure to improve the cycle characteristics of a non-aqueous electrolyte secondary battery that contains a silicon material as a negative-electrode active material.</p>']"
242,US10177408B2,Non-aqueous electrolyte secondary battery and method for producing same,utility,"['<p id=""p-0009"" num=""0008"">In non-aqueous electrolyte secondary batteries that contain oxalate complex compounds as additives, it is possible to form a stable coating film on the surface of a negative electrode active material by decomposing the oxalate complex compound during initial charging and discharging. Here, as the concentration of the oxalate complex compound in the non-aqueous electrolyte increases, a coating film tends to be formed in a preferred form on the surface of the negative electrode active material. However, carbon monoxide (CO) and carbon dioxide (CO<sub>2</sub>) are mainly formed from reductive decomposition of the oxalate complex compound when the coating film is formed. Therefore, as the concentration of the oxalate complex compound in the non-aqueous electrolyte increases, large quantities of CO and CO<sub>2</sub>, which are produced by reductive decomposition of the oxalate complex compound, are present inside the battery case. As a result, the pressure inside the battery case can rise. If the pressure inside the battery case becomes too great, the volume inside the non-aqueous electrolyte secondary battery increases, which leads to concerns that the battery case will expand in the thickness direction. If the battery case expands in the thickness direction in this way, it becomes difficult to construct a battery pack having a prescribed shape by bundling a plurality of (single) non-aqueous electrolyte secondary batteries.</p>', '<p id=""p-0010"" num=""0009"">The present invention has been created in order to solve these existing problems, and an objective of the present invention is to provide a non-aqueous electrolyte secondary battery in which a prescribed battery shape (that is, a prescribed thickness) is maintained by suppressing an increase in pressure inside the battery case, and which is provided with a coating film in a preferred form on the surface of the negative electrode active material, and a method for producing same.</p>']"
243,US10177410B2,Lithium secondary battery electrolyte and lithium secondary battery including same,utility,"['<p id=""p-0010"" num=""0009"">An object of the present invention is to provide a lithium secondary battery electrolyte capable of having excellent high temperature and low temperature characteristics while properly maintaining basic performance such as high-efficiency charge and discharge characteristics, life cycle characteristics, and the like, and a high-voltage lithium secondary battery comprising the same.</p>']"
244,US10177413B2,Lithium ion secondary battery,utility,"['<p id=""p-0012"" num=""0011"">An object of the present invention is to solve the above-described problems of lithium ion secondary batteries using a 5 V-class positive electrode, and to provide a lithium ion secondary battery having a high capacity retention ratio in cycles at room temperature and in which gas generation in cycles at high temperatures is suppressed.</p>']"
245,US10177414B2,Nonaqueous electrolytic solution and nonaqueous electrolyte secondary battery using the same,utility,"['<p id=""p-0022"" num=""0021"">The use of the electrolytic solutions described in Patent Literatures 1 to 13 which include compounds having an aromatic group and an ester group has a problem in that the reactivity of the compounds is so high that it is difficult for the nonaqueous electrolyte secondary batteries to achieve enhancement in initial battery characteristics such as initial capacity, efficiency, rate characteristics and initial gas production and at the same time enhancement in battery characteristics after durability testing such as capacity after high-temperature storage, efficiency, rate characteristics and overcharge safety.</p>', '<p id=""p-0023"" num=""0022"">The present invention has been made in order to solve the problem discussed above. Therefore, objects of the invention are to provide nonaqueous electrolytic solutions that allow nonaqueous electrolyte secondary batteries to achieve improvements in initial battery characteristics and in battery characteristics after durability testing at the same time, and to provide nonaqueous electrolyte secondary batteries containing the nonaqueous electrolytic solutions.</p>']"
246,US10177415B2,"Adhesive composition for electrochemical device, adhesive layer for electrochemical device, and electrochemical device",utility,"['<p id=""p-0006"" num=""0005"">However, when tape according to conventional techniques such as described above is used to adhere an electrode assembly and a casing to one another, the tape may suffer from a loss of adhesiveness in electrolysis solution due to components of the tape eluting into electrolysis solution. Moreover, electrical characteristics of an electrochemical device (high-temperature cycle characteristics and low-temperature output characteristics) may be reduced.</p>', '<p id=""p-0007"" num=""0006"">Accordingly, there is room for improvement over the conventional techniques in terms of adequately securing an electrode assembly to a casing in electrolysis solution while enabling an electrochemical device to display excellent electrical characteristics.</p>', '<p id=""p-0008"" num=""0007"">Thus, one objective of the present disclosure is to provide an adhesive composition for an electrochemical device that is usable for adhering an electrode assembly and a casing to one another and that is capable of forming an adhesive layer for an electrochemical device that maintains excellent adhesiveness in electrolysis solution and enables an electrochemical device to display excellent electrical characteristics.</p>', '<p id=""p-0009"" num=""0008"">Another objective of the present disclosure is to provide an adhesive layer for an electrochemical device that is usable for adhering an electrode assembly and a casing to one another, that maintains excellent adhesiveness in electrolysis solution, and that enables an electrochemical device to display excellent electrical characteristics.</p>', '<p id=""p-0010"" num=""0009"">Yet another objective of the present disclosure is to provide an electrochemical device having excellent electrical characteristics.</p>']"
247,US10177422B2,Battery module,utility,"['<p id=""p-0013"" num=""0012"">An object of the present invention is to provide a battery module having a simple structure of circulating a heat transferring medium and excellent cooling efficiency.</p>']"
248,US10177444B2,Scanning antenna,utility,"['<p id=""p-0008"" num=""0011"">The idea of realizing an inexpensive scanned antenna through the application of LCD technology as described above has been known in the art, but there is no literature specifically describing the structure of a scanned antenna using LCD technology, the method for manufacturing the same, and the method for driving the same.</p>', '<p id=""p-0009"" num=""0012"">In view of this, it is an object of the present invention to provide a scanned antenna capable of being mass-produced by using conventional LCD manufacturing technology.</p>']"
249,US10177446B2,Antenna apparatus,utility,"['<p id=""p-0006"" num=""0005"">For example, in order to meet the need for a smaller device and the need for waterproof performance, there is a case where a wireless power transmission function is required for the wearable device. Further, for example, it is required to reduce a SAR in the wearable device in terms of safety of a user. Under such circumstances, it is desirable to provide an antenna apparatus which can be applied to a wearable device, or the like.</p>', '<p id=""p-0007"" num=""0006"">The present disclosure proposes a new improved antenna apparatus which can realize efficient wireless power transmission and reduction of the SAR.</p>']"
250,US10177465B2,Electrically conductive material,utility,"['<p id=""p-0006"" num=""0005"">The present invention was conceived in light of such conventional circumstances, and the present invention provides an electrically conductive material with which conduction reliability can be achieved for an oxide layer.</p>']"
251,US10177485B2,Electrical connector and method for manufacturing same,utility,"['<p id=""p-0008"" num=""0007"">However, in Patent Literature 1, to weld the joint so that no gap is found in the entire plate thickness direction of the metal shell, a high laser output is required, which causes large asperities on the surface of the joint to be irradiated with a laser beam. This may lead to degradation in ease of attachment to a device or the like and defile the outer appearance. Furthermore, in Patent Literature 1, when the laser output is reduced in order to minimize the asperities that would be otherwise produced by welding on the surface of the joint, a gap on the surface opposite to the surface of the joint to be irradiated with a laser beam cannot be sealed, causing considerable degradation in the waterproof function. As described above, in Patent Literature 1, in order to weld the joint so that the asperities to be produced by welding on the surface of the joint are minimized and no gap is found in the entire plate thickness direction, fine control is required of the laser output, which makes manufacturing difficult.</p>', '<p id=""p-0009"" num=""0008"">An object of the present invention is to provide an electrical connector and a method for manufacturing the electrical connector which enables the mating portion of a metal shell to be made waterproof without using an advanced technique, thereby reducing manufacturing costs and offering low prices while implementing reliable waterproofness.</p>']"
252,US10177540B2,Method for manufacturing spark plug,utility,"['<p id=""p-0005"" num=""0004"">In the method for manufacturing a spark plug described in Japanese Unexamined Patent Application Publication No. 2005-243260, when bending the ground electrode by using the bend spacer, a load acts upon the bend spacer as the ground electrode is bent. Therefore, as a contact portion of the bend spacer that contacts the ground electrode deteriorates, the accuracy of the spark discharge gap of the spark plug may be decreased. Therefore, it is an object to provide a technology for suppressing a decrease in the accuracy of a spark discharge gap of a spark plug.</p>']"
253,US10177553B2,Power switching control apparatus and switching control method therefor,utility,"['<p id=""p-0006"" num=""0005"">As described above, the switching control method by using a protective relay can result in a long arc duration, and, in such cases, the amount of erosion of an electrode contact increases and a duration for removing the fault also increases.</p>', '<p id=""p-0007"" num=""0006"">Even the conventional power switching control apparatus described above can minimize the arc duration, it needs to measure at least three current zero points and it requires the measurement duration of more than or equal to 1.5 cycles. Hence, under such a condition as with a short circuit fault, in which a fault current needs to be interrupted within two or three cycles after an interruption control signal is output to a circuit breaker, the conventional power switching control apparatus needs the fault removal duration of more than or equal to 3.5 cycles. Such an operation makes it difficult for a circuit breaker to function to remove a fault in a short time.</p>', '<p id=""p-0008"" num=""0007"">The present invention has been achieved in view of the above, and it is an objective of the present invention to provide a power switching control apparatus that enables the amount of erosion of an electrode contact to reduce when the flow is shut up by the fault and that enables the duration for recovering from the fault to reduce as well as a switching control method therefor.</p>']"
254,US10177560B2,Battery monitoring device,utility,"['<p id=""p-0006"" num=""0005"">However, in a battery monitoring device that includes a monitoring unit and an interrupter, as described above, there occurs a problem in which, if there exists a failure in the interrupter or if a signal line between the monitoring unit and the interrupter is broken or short circuited, it is not possible to control an operation of the interrupter and this makes it impossible to interrupt a power supply from a battery to a load.</p>', '<p id=""p-0007"" num=""0006"">Thus, an object of the present invention is to interrupt a power supply to an interrupter in a battery monitoring device that includes a monitoring unit and the interrupter, so as to interrupt a power supply from a battery to a load even if there occurs a failure in the interrupter or even if a signal line between the monitoring unit and the interrupter is broken or short circuited.</p>']"
255,US10177572B2,DC/AC system interconnection device and AC/AC system interconnection device,utility,"['<p id=""p-0009"" num=""0008"">Meanwhile, a DC voltage is requested to be higher than a system voltage in a PWM converter, which is adopted as a DC/AC converter. Accordingly, in a case where a DC voltage, such as a storage battery voltage, is higher than a system voltage, it is possible to convert the DC voltage to the system voltage, but in a case where a storage battery voltage is lower than a system voltage, the storage battery voltage is requested to be stepped up and a bidirectional DC-DC chopper for use of a higher DC of the PWM converter is requested to be connected. For this reason, in the DC/AC converter of the related art, a bidirectional DC-DC chopper is requested to be provided in the case of performing bidirectional power conversion, resulting in increased costs as the number of components increases.</p>', '<p id=""p-0010"" num=""0009"">Herein, there is a call for a device that can bidirectionally and directly perform power conversion between storage battery power and three-phase power using a matrix converter, but at this current point in time, the device is yet to be realized. That is, there is no device that can directly perform system interconnection between DC power and AC power using a matrix converter.</p>', '<p id=""p-0011"" num=""0010"">Meanwhile, the matrix converter disclosed in Patent Document 2 is a device that outputs converted three-phase AC power to a load side and is not a device that directly performs bidirectional power conversion between pieces of three-phase AC power. Herein, from substations, there is a call for a device that can realize system interconnection between three-phase AC power supplies, which have any frequency and voltage, with a simple configuration.</p>', '<p id=""p-0012"" num=""0011"">The invention is made in view of the above circumstances, and an object thereof is to provide a DC/AC system interconnection device that can bidirectionally perform power conversion between DC power and AC power with a simple configuration. In addition, another object of the invention is to provide an AC/AC system interconnection device that can bidirectionally perform power conversion between pieces of AC power with a simple configuration.</p>']"
256,US10177579B2,Battery management system for transmitting secondary protection signal and diagnosis signal using a small number of insulation elements,utility,"['<p id=""p-0019"" num=""0018"">The present disclosure is designed to solve the problem of the related art, and therefore the present disclosure is directed to providing a battery management system (BMS) for transmitting a secondary protection signal and a diagnosis signal using a small number of insulation elements.</p>']"
257,US10177587B2,Charging method and system,utility,"['<p id=""p-0006"" num=""0005"">An objective of the present disclosure is to provide a charging method and a charging device, so as to solve a problem in the related art that a cell and a charging circuit are easy to be damaged if a charging adapter charges the cell of a mobile terminal with constant, single and larger charging current.</p>']"
258,US10177591B2,Power-transmitting device and wireless power transmission system,utility,"['<p id=""p-0006"" num=""0005"">In the device according to the related art, the DC/DC converter that adjusts the charging of (power transmission to) the battery is provided in the power-receiving device while the facility on the movable body is required to have, for example, a minimum mounting area and a minimum mounting weight, unlike the facility on the ground, in view of the degree of freedom of the installation location. Accordingly, the elements that constitute the movable body side device need to be curtailed.</p>', '<p id=""p-0007"" num=""0006"">The present disclosure is made in view of the above-described circumstances, and an object thereof is to adjust power transmission to a load even when a power-receiving device does not have a function for adjusting power transmitted to the load.</p>']"
259,US10177592B2,Wireless power transmitter and wireless power transmission method,utility,"['<p id=""p-0005"" num=""0004"">Recently, electromagnetic inductive wireless chargers for mobile devices—that is, wireless power transmitters—are being developed. Notably, the WPC (Wireless Power Consortium) is working toward the standardization of wireless power transmission technology to enable interoperability across wireless power transmitters.</p>', '<p id=""p-0006"" num=""0005"">The released WPC standard is a low-power specification designed for charging low-power mobile devices. However, along with the diversification of mobile devices and the need for higher charging efficiency, there is growing demand for higher-power charging. Moreover, as wireless charging technology is rapidly becoming commercially available, there is also a need for methods that allow multiple mobile devices to be charged simultaneously for user convenience.</p>']"
260,US10177603B2,Coil unit and power supply system including the same,utility,"['<p id=""p-0009"" num=""0008"">Thus, the present invention is to provide a coil unit that is capable of suppressing a temperature rise inside a case and a power supply system including the same.</p>']"
261,US10177615B2,Electric machine with Q-offset grooved interior-magnet rotor and vehicle,utility,"['<p id=""p-0007"" num=""0006"">In the case of the motor described above that is provided with grooves on the side of outer periphery of the magnet, the grooves are arranged at positions where magnetic fluxes flow in each of cases when power is applied and when power is not applied. As a result, a problem arises. For example, if the grooves are provided at positions such that fluctuations when power is on are decreased, cogging torque is increased, and on the other hand, if the grooves are provided at positions such that the cogging torque is reduced, the torque fluctuations when power is applied are increased.</p>', '<p id=""p-0008"" num=""0007"">An object of the present invention is to improve the performance (for example, efficiency, reliability, cost performance, or productivity) of a motor.</p>']"
262,US10177621B2,Rotating electric machine or wind power generation system,utility,"['<p id=""p-0006"" num=""0005"">In the above-described Patent Literatures, the neutral ring is supported by being embedded in a member, but heat is likely to stay inside when the neutral ring is supported by being embedded in the member. In particular, in Patent Literature 2, when embedded in the support of the rotor coil, the neutral ring contacts with a field winding through the member, which results in an increase in the temperature of the neutral ring.</p>', '<p id=""p-0007"" num=""0006"">As disclosed in Patent Literature 1, when the neutral ring is installed in the ring rigid body supported by and fixed to the rotor end plate supporting the rotor iron core at a peripheral part, eddy current flows due to flux leakage generated by current flowing through a connecting wire for electrically connecting the neutral ring and the field winding, and generated heat is transferred to the neutral ring through the rotor end plate and the ring rigid body, causing an increase in the temperature of the neutral ring.</p>', '<p id=""p-0008"" num=""0007"">It is an object of the present invention to provide a rotating electric machine achieving an improved reliability.</p>']"
263,US10177636B2,Method of manufacturing laminated core,utility,"['<p id=""p-0007"" num=""0006"">As shown in <figref idref=""DRAWINGS"">FIGS. 10</figref> (A) and <b>10</b> (B), when a dummy plate <b>61</b> is detached together with a residual resin <b>62</b> from a laminated core <b>60</b>, a dent (depressed portion) <b>64</b> may be made in a surface of cured resin injected in a magnet insertion hole <b>63</b>. In order to prevent the dent <b>64</b> from forming, a pore diameter of a gate hole at an end of a runner (resin passage) provided between the resin reservoir pot and the magnet insertion hole is reduced compared with a pore diameter of a gate hole in a conventional method, and an area of contact between the gate hole and the magnet insertion hole is thus narrowed. In this case, however, a flow rate of the resin is reduced, and the magnet insertion hole cannot be filled up with the resin within a predetermined period for pouring the resin. As a result, a part of the magnet insertion hole remains unfilled with the resin.</p>', '<p id=""p-0008"" num=""0007"">The reduced pore diameter of the gate hole makes it difficult to remove the residual resin from the dummy plate and to clean the gate hole clogged with the resin. Accordingly, a repeated use of the dummy plate is prevented in manufacture of the laminated core. In <figref idref=""DRAWINGS"">FIGS. 10</figref> (A) and <b>10</b> (B), reference signs <b>66</b> and <b>67</b> indicate the lower die and the permanent magnet, respectively.</p>', '<p id=""p-0009"" num=""0008"">The present invention has been made in view of the above circumstances, and it is an object of the present invention to provide a method of manufacturing a laminated core including using a dummy plate in a resin-sealing process, in which the dummy plate can be easily detached and resin injected in magnet insertion holes can be greatly prevented from being hollowed.</p>']"
264,US10177637B2,Permanent magnet motor,utility,"['<p id=""p-0008"" num=""0007"">In the structure of Patent Literature 1, the permanent magnets can be precisely positioned on the rotor core. However, T-shaped locking pieces projecting radially outward from bonding surfaces for the permanent magnets and both side surfaces of the permanent magnets are held in abutment against each other. Therefore, in the structure including the rotor core having the large projections as in Patent Literature 2, there is generated a leakage magnetic flux corresponding to a magnetic flux of the permanent magnets, which originally flows to a stator core to generate a torque, flowing from the permanent magnets directly to the locking pieces without contributing to the torque.</p>', '<p id=""p-0009"" num=""0008"">Therefore, a motor torque is reduced by the amount of reduction in torque, and there is a problem in that a motor physical size is required to be increased so as to maintain a predetermined motor torque.</p>', '<p id=""p-0010"" num=""0009"">The present invention has been made to solve the problem described above, and has an object to provide a permanent magnet motor capable of reducing vibration noise of the motor by reducing irregular rotation, reducing decrease in motor torque, and further reducing increase in motor physical size.</p>']"
265,US10177652B2,Power supply device for sub-module controller of MMC converter,utility,"['<p id=""p-0009"" num=""0008"">An object of the present invention is to provide a power supply apparatus for a sub-module controller of an MMC, which minimizes unnecessary loss when multiple sub-modules in an MMC connected to an HVDC system receive an internal high voltage, convert the high voltage into a low voltage required to drive the sub-module controller, and supply the low voltage to the sub-module controller as control power.</p>']"
