,publication_number,patent_title,appl_type,negative_text
149,US10205165B2,Negative electrode active material for nonaqueous electrolyte secondary batteries and nonaqueous electrolyte secondary battery,utility,"['<p id=""p-0007"" num=""0006"">However, the techniques disclosed in the above patent literatures cannot fully meet the market needs in terms of the capacity and the charge/discharge cycle characteristics of nonaqueous electrolyte secondary batteries. That is, there has been a demand for further enhancements in capacity and cycle characteristics.</p>']"
150,US10205174B2,Electrode catalyst ink composition,utility,"['<p id=""p-0014"" num=""0013"">Conventionally, an ink composition containing metal oxide-based electrode catalyst particles may cause cracking when applied and dried on a substrate such as a film to form an electrode catalyst layer.</p>', '<p id=""p-0015"" num=""0014"">The present invention was made to solve such a problem, and an object of the present invention is thus to provide an electrode catalyst ink composition which can form an electrode catalyst layer without cracking.</p>']"
151,US10205177B2,"Porous metal body, method for manufacturing porous metal body, and fuel cell",utility,"['<p id=""p-0008"" num=""0007"">In recent years, there have been increased demands for higher output and higher capacity (smaller size) in various batteries, capacitors, fuel cells, and the like, and accordingly, there have also been demands for improvements in oxidation resistance and corrosion resistance in porous metal bodies constituting current collectors. In particular, in the case where the existing porous metal body is used for an electrode of a fuel cell, since a strong acid is generated from a membrane electrode assembly (MEA), it is required to further enhance corrosion resistance.</p>', '<p id=""p-0009"" num=""0008"">In view of the problem described above, it is an object of the present invention to inexpensively provide a porous metal body which is usable for an electrode of a fuel cell and which has excellent corrosion resistance.</p>']"
152,US10205193B2,Lead acid battery,utility,"['<p id=""p-0005"" num=""0005"">In recent years, cars equipped with idling stop system have been getting more and more popular, and in association therewith, there occur some cases where the lead acid battery mounted in those cars is operated under more severe conditions for the battery than those as originally assumed at the time of development. Under such circumstances, it is often observed that the cycle life characteristics cannot be sufficiently exerted even by employing the techniques of Patent Literatures 1 and 2, when the battery is actually car-mounted and subjected to repeated deep discharge.</p>', '<p id=""p-0006"" num=""0006"">The present invention is made in view of the above problems, and aims to provide a highly reliable lead acid battery that can sufficiently exert its cycle life characteristics, even when operated under comparatively severe conditions of idling stop control.</p>']"
153,US10205198B2,Power tool and battery pack,utility,"['<p id=""p-0008"" num=""0007"">However, while the power that can be outputted by a battery pack differs depending upon the temperature of the secondary batteries, the conventional battery pack described above outputs an overdischarge detection signal without consideration for temperature. Therefore, if the temperature of the secondary batteries is not high, the secondary batteries may still be allowed to further output power even when an overdischarge detection signal or an overcurrent detection signal has been outputted. Yet according to the conventional method of control, the power tool immediately halts rotation of the motor upon receiving an overdischarge detection signal or an overcurrent detection signal. Consequently, the conventional power tool cannot take sufficient advantage of power which can be outputted by the battery pack.</p>', '<p id=""p-0009"" num=""0008"">Further, the overcurrent threshold for the battery pack described above is a fixed value that is set on the basis of the rated discharge current and the like of the battery pack. Consequently, when the conventional battery pack is used for a power tool that operates under heavy load, the discharge current may frequently exceed the overcurrent threshold, resulting in the drive of the power tool being frequently halted. Thus, it is difficult to simultaneously pursue a battery pack that maximizes performance of the power tool while suppressing failures in the battery pack itself.</p>', '<p id=""p-0010"" num=""0009"">In view of the foregoing, it is an object of the present invention to provide a power tool capable of being used continuously without need to halt rotation of the motor, even when receiving a halt signal, such as an overdischarge detection signal or an overcurrent detection signal.</p>', '<p id=""p-0011"" num=""0010"">It is another object of the present invention to provide a battery pack and power tool that achieves maximum performance of the power tool while suppressing failures in the battery pack.</p>']"
154,US10205204B2,Battery module of cartridge stacking structure,utility,"['<p id=""p-0008"" num=""0007"">The present invention has been made to solve the above problems and other technical problems that have yet to be resolved.</p>', '<p id=""p-0009"" num=""0008"">Specifically, it is an object of the present invention to provide a battery module, the cooling structure of which is improved in order to improve cooling efficiency, the incorrect assembly of which is prevented during the manufacture of the battery module, and which exhibits high structural stability.</p>']"
155,US10205333B2,Battery controlling device,utility,"['<p id=""p-0006"" num=""0005"">If the method described in above described PTL 1 is used, deterioration of the performance of the secondary battery cannot be reliably prevented under the conditions in which the temperature is largely changed during usage of the secondary battery.</p>']"
156,US10205351B2,"Wireless power transmitter, wireless power repeater and wireless power transmission method",utility,"['<p id=""p-0009"" num=""0008"">The disclosure provides a wireless power transmitter capable of transmitting energy using resonance, a wireless power repeater and a wireless power transmission method.</p>', '<p id=""p-0010"" num=""0009"">In addition, the disclosure provides a wireless power transmitter capable of transmitting energy through a specific repeater resonator corresponding to a location of a wireless power receiver, a wireless power repeater and a wireless power transmission method.</p>', '<p id=""p-0011"" num=""0010"">Further, the disclosure provides a wireless power transmitter capable of detecting a location of a wireless power receiver by transmitting micro-power while sequentially varying frequencies, a wireless power repeater and a wireless power transmission method.</p>', '<p id=""p-0012"" num=""0011"">Further, the disclosure provides a repeater resonant unit including a plurality of repeater resonators which have self-resonance frequencies different from each other and are regularly arranged.</p>', '<p id=""p-0013"" num=""0012"">Further, the disclosure provides a repeater resonant unit capable of preventing a magnetic field from leaking to an external.</p>']"
157,US10205360B2,Rotor assembly and motor including the same,utility,"['<p id=""p-0008"" num=""0007"">The present invention is directed to providing a structure of rotor assembly capable of revolutionarily reducing magnetic loss generated in a bonding method using an adhesive by disposing a ferromagnetic bonding layer including an adhesive material having a ferromagnetic powder between a magnet inserted in a magnet insertion hole and the magnet insertion hole.</p>']"
158,US10205366B2,Electric compressor,utility,"['<p id=""p-0011"" num=""0010"">An embodiment of the present invention relates to a structure capable of reliably cooling a heat generating element installed in an inverter, thus promoting the stable operation of a target in which an inverter is mounted.</p>']"
159,US10205402B2,Power conversion device for converting power between a DC circuit and an AC circuit by performing a non-linear operation,utility,"['<p id=""p-0009"" num=""0009"">More specifically, the power conversion device described in Japanese Patent No. 5189105 (PTD 1) combines a voltage command value for control of an electric quantity (a voltage and a current) of an AC terminal, a voltage command value for control of an electric quantity (a voltage and a current) of a DC terminal, and a voltage command value for control of a circulating current which circulates in the power conversion device with one another. Then, the combined voltage command value is provided to all converter cells (chopper cells).</p>', '<p id=""p-0010"" num=""0010"">An upper limit and a lower limit of a voltage value which can be output by each converter cell are determined by a voltage value of a capacitor of each converter cell and a circuit configuration of each converter cell. Therefore, each converter cell cannot output a voltage exceeding the determined upper limit and lower limit. Therefore, for example, increase or decrease in voltage command value for control of electric quantities of an AC terminal and a DC terminal may restrict a voltage command value for control of a circulating current combined with these voltage command values. In this case, a voltage command value for suppressing a circulating current is not reflected on an output voltage from the converter cell. In contrast, under the influence by the voltage command value for control of a circulating current, a voltage command value for control of electric quantities of the AC terminal and the DC terminal is restricted, and consequently AC-DC conversion is not ideally achieved.</p>', '<p id=""p-0011"" num=""0011"">The power conversion device described in Japanese National Patent Publication No. 2012-531878 (PTD 2) is configured such that the harmonic compensator of the active control type connected to each reactor (inductor) suppresses a harmonic component higher in frequency than the fundamental component contained in the circulating current. The reactor, however, has such a characteristic that a current is more likely to flow as a frequency is lower (an admittance increases as a frequency is lower), and hence a DC current component and a fundamental component contained in the circulating current cannot be suppressed.</p>', '<p id=""p-0012"" num=""0012"">This invention was made in consideration of the problems described above and an object thereof is to provide a power conversion device capable of reliably controlling an AC electric quantity (an AC voltage and an AC current), a DC electric quantity (a DC voltage and a DC current), and a circulating current.</p>']"
160,US10205489B2,Rear cover and portable terminal having same,utility,"['<p id=""p-0010"" num=""0009"">Accordingly, the present invention has been made keeping in mind the above problems occurring in the prior art, and an object of the present invention is to provide a rear cover and a portable terminal having the rear cover, in which a slit is formed on the rear cover of the portable terminal made of a metallic material, so that the rear cover is operated as an auxiliary radiator of an antenna pattern for near-field communication.</p>']"
161,US10205493B2,Method and system for MU-MIMO communication,utility,"['<p id=""p-0027"" num=""0031"">The present invention is directed to control signaling in advanced wireless communication networks, which may at least overcome at least one of the abovementioned disadvantages or provide the consumer with a useful or commercial choice.</p>']"
162,US10205494B2,Method for supporting D2D communication to which MIMO technology is applied and device therefor,utility,"['<p id=""p-0009"" num=""0008"">An object of the present invention devised to solve the problem lies in a method for transmitting a reference signal using uplink resources in a wireless communication system supporting D2D (Device to Device) communication to which MIMO technology is applied.</p>', '<p id=""p-0010"" num=""0009"">It is another object of the present invention to provide a method for transmitting a reference signal capable of reducing an overhead to apply MIMO technology to D2D communication.</p>', '<p id=""p-0011"" num=""0010"">It is another object of the present invention to provide a more accurate channel measurement method in D2D communication to which MIMO technology is applied.</p>', '<p id=""p-0012"" num=""0011"">It will be appreciated by persons skilled in the art that the objects that could be achieved with the present invention are not limited to what has been particularly described hereinabove and the above and other objects that the present invention could achieve will be more clearly understood from the following detailed description.</p>']"
163,US10205502B2,"Aircraft-antenna controlling device, aircraft, aircraft-antenna selecting program, and aircraft-antenna controlling method",utility,"['<p id=""p-0006"" num=""0005"">In order to perform searching, tracking, etc. of a target more effectively, it is necessary to share various kinds of information between an aircraft and a wingman aircraft. However, since the positional relationship between the wingman aircraft and the aircraft changes with time, there are cases where the aircraft fails to establish communication with the wingman aircraft if it fails to select an antenna that is suitable for communication with the wingman aircraft.</p>', '<p id=""p-0007"" num=""0006"">The present invention has been made in view of this situation, and it is an object thereof to provide an aircraft-antenna controlling device, an aircraft, an aircraft-antenna selecting program, and an aircraft-antenna controlling method with which it is possible to select an antenna that is optimal for communication with a wingman aircraft from among multiple antennas.</p>']"
164,US10205528B2,Optical transmitter and optical communication method,utility,"['<p id=""p-0009"" num=""0008"">The related optical transmitter described in PTL1 uses a drive signal F(t) in which a superimposed signal h(t) is superimposed in a reference signal f(t) (F(t)=f(t)+h(t)). The reference signal f(t) is a signal of which frequency fluctuates in accordance with a time. For example, the frequency of the reference signal f(t) fluctuates from f1 to f3, and gets higher as the time passes. On the other hand, data transmitted by an optical transmitter are random and have a constant bit rate but have distributed frequency components. Therefore, the reference signal f(t) cannot be data transmitted by the related optical transmitter.</p>', '<p id=""p-0010"" num=""0009"">In consequence, the compensation technique described in PTL1 cannot be used during the service of the related optical transmitter because the reference signal f(t) needs to be emitted, which is not compatible with emission of data for communication. Therefore, the related optical transmitter is limited to use during the calibration of the transmitter and cannot be used to control the linearity of the transmitter during operations. That is to say, the related optical transmitter can compensate non-ideal linearity in the transmitter, but it cannot compensate ulterior changes in non-linearity in the transmitter.</p>', '<p id=""p-0011"" num=""0010"">Optical telecom systems, however, are used over long period of time, typically more than ten years in changing environment. These constraints have an influence on the characteristics of the components of a digital transmitter used on the field. The characteristics of the modulator used in a digital transmitter will change over the transmitter lifetime due to changing environmental conditions such as temperature, and due to change in characteristics with ageing. In consequence, the compensation of the linearity in a digital transmitter must also be changed during lifetime in order to maintain optimal characteristics of the transmitter. However, calibration to compensate linearization cannot be performed in service because real data are being transmitted.</p>', '<p id=""p-0012"" num=""0011"">As mentioned above, there has been a problem that it is impossible to compensate non-linearity in an optical transmitter during operation.</p>', '<p id=""p-0013"" num=""0012"">An exemplary object of the invention is to provide an optical transmitter and an optical communication method, which solve the above-mentioned problem that it is impossible to compensate non-linearity in an optical transmitter during operation.</p>']"
165,US10205543B2,Wireless communication system and method for monitoring the quality of a wireless link and recommending a manual adjustment to improve the quality of the wireless link,utility,"['<p id=""p-0005"" num=""0004"">According to the above conventional technology, it is possible to exchange information between two electronic devices by using wireless communication even when connection through a wired line is not performed. Here, communication quality between the electronic devices varies according to an installation place or an installation direction of each of the electronic devices. However, it is difficult for a user to recognize and see whether the quality is high or low. Thus, it is important to set an optimal wireless communication environment in consideration of communication quality between the electronic devices.</p>', '<p id=""p-0006"" num=""0005"">Thus, for example, it is considered that it is possible to provide an appropriate environment corresponding to communication quality between the electronic devices by using information exchanged between the electronic devices.</p>', '<p id=""p-0007"" num=""0006"">The present technology is provided in view of such condition and is to provide an appropriate environment corresponding to communication quality between electronic devices.</p>']"
166,US10205556B2,"Apparatus for transmitting broadcast signal, apparatus for receiving broadcast signal, method for transmitting broadcast signal and method for receiving broadcast signal",utility,"['<p id=""p-0005"" num=""0004"">That is, a digital broadcast system can provide HD (high definition) images, multichannel audio and various additional services. However, data transmission efficiency for transmission of large amounts of data, robustness of transmission/reception networks and network flexibility in consideration of mobile reception equipment need to be improved for digital broadcast.</p>']"
167,US10205563B2,Method for performing a HARQ operation in a carrier aggregation with at least one SCell operating in an unlicensed spectrum and a device therefor,utility,"['<p id=""p-0009"" num=""0008"">An object of the present invention devised to solve the problem lies in a method and device for performing a HARQ operation in a carrier aggregation with at least one SCell operating in an unlicensed spectrum.</p>', '<p id=""p-0010"" num=""0009"">The technical problems solved by the present invention are not limited to the above technical problems and those skilled in the art may understand other technical problems from the following description.</p>']"
168,US10205565B2,Method for transmitting signal in wireless communication system and device therefor,utility,"['<p id=""p-0005"" num=""0004"">One object of the present invention is to provide a method of efficiently transmitting and receiving a signal in a wireless communication system and an apparatus therefor. Another object of the present invention is to provide a method of efficiently transmitting and receiving a signal in a TDD system and an apparatus therefor.</p>', '<p id=""p-0006"" num=""0005"">The technical problems solved by the present invention are not limited to the above technical problems and those skilled in the art may understand other technical problems from the following description.</p>']"
169,US10205572B2,Signal processing system and signal processing method,utility,"['<p id=""p-0007"" num=""0005"">The present invention has been made in an effort to provide a signal processing system and a signal processing method capable of maximizing capacity of a communication system.</p>']"
170,US10205582B2,Method and apparatus for processing activation/deactivation of inter-eNodeB carrier aggregation,utility,"['<p id=""p-0012"" num=""0011"">Based on the above agreements, during inter-eNodeB carrier aggregation, there will be the following problems: When UE receives MAC CEs for activation/deactivation from a master eNodeB and a secondary eNodeB, with the MAC CEs from the two eNodeBs having the same format, if there are different values at the same bit position of the two MAC CEs, the UE will be unaware that which operation is to be done to the corresponding Scell.</p>', '<p id=""p-0013"" num=""0012"">Therefore, it is necessary to provide effective technical solutions to solve the problems of high misinterpretation rate caused when UE receives MAC CEs for activation/deactivation from different eNodeBs and low accuracy of activation/deactivation operation in the scenario of inter-eNodeB carrier aggregation.</p>']"
171,US10205589B2,Encryption processing device and encryption processing method,utility,"['<p id=""p-0012"" num=""0011"">For examples, as attacks attempting to decrypt an encryption algorithm or a secret key, there are a difference attack, a linear attack, and the like. For encryption processing devices, resistance against such various attacks, high-speed processing, miniaturization, and the like are necessary.</p>', '<p id=""p-0013"" num=""0012"">It is desirable to provide an encryption processing device, an encryption processing method, and a program realizing an improvement in various factors necessary in the encryption processing device, such as safety, high speed, and miniaturization.</p>']"
172,US10205605B2,Automatic cooking device standardization system,utility,"['<p id=""p-0005"" num=""0004"">It is an object of the present invention to solve the above-mentioned problems of the prior arts and to provide an automatic cooking device standardization system capable of automatically cooking dishes without requiring user\'s manual work when cooking dishes using a cooking device, and also cooking dishes without performing manual work one by one when cooking dishes using various cooking devices in the sink.</p>']"
173,US10205681B2,"Method for operating controller and switch for relieving network failure from SDN, and controller and switch therefor",utility,"['<p id=""p-0015"" num=""0014"">Accordingly, a solution that the present disclosure is to address relates to a method for operating a controller and a switch, providing an environment capable of rapidly detecting network failure taking place in an software-defined networking (SDN) using a Bidirectional Forwarding Detection (BFD) protocol standardized in IETF, and capable of dispersing to each switch an overhead concentrated on the controller, and a controller and a switch therefor.</p>', '<p id=""p-0016"" num=""0015"">That is, the solution is to provide a function of improving a failure repairing time, by decreasing complex routing calculation that a controller has ever performed in an existing SDN technology and an internal processing overhead time. Also, the solution is to provide a service restoration environment capable of effectively improving a propagation delay time, by utilizing a concise and simple BFD protocol and at failure occurrence, allowing even a switch itself to promptly update a corresponding flow table, not flow change through the controller.</p>']"
174,US10205711B2,Multi-user strong authentication token,utility,"['<p id=""p-0009"" num=""0008"">The use of more sophisticated high-end strong authentication tokens allows securing much more complex transactions in a more secure and more user-friendly way than simpler tokens. However, a camera, more powerful data processing means and sophisticated user interface tend to be relatively expensive, making the cost of sophisticated strong authentication tokens significantly higher than the cost of simple basic one-time password tokens. This extra cost may inhibit the widespread adoption of the high-end strong authentication tokens in spite of their advantages in terms of security and user-friendliness.</p>', '<p id=""p-0010"" num=""0009"">What is needed are ways to mitigate the cost of using such high-end strong authentication tokens while preserving the advantages that their use offers.</p>']"
175,US10205852B2,"System, apparatus, and method for allowing a program to cache user information",utility,"['<p id=""p-0007"" num=""0006"">It is assumed that software vendors are asked to create a program such as an authentication application. For example, the software vendors may use a Software Development Kit (SDK) to create a program such as an authentication application.</p>', '<p id=""p-0008"" num=""0007"">In many cases, an authentication processing procedure executed by a created authentication application will be different depending on the software vendors. For example, if an authentication application created by a software vendor that prioritizes speed of an authentication process is executed, information necessary for authentication may be cached. By contrast, if an authentication application created by a software vendor that prioritizes security is executed, information necessary for authentication may not be cached.</p>', '<p id=""p-0009"" num=""0008"">In this manner, an authentication processing procedure executed by a created authentication application will be different depending on the software vendors.</p>', '<p id=""p-0010"" num=""0009"">Accordingly, it is a general object of the present invention to allow a program to select whether to cache information about a process.</p>']"
176,US10205859B2,"Mounting device, image processing method, and imaging unit",utility,"['<p id=""p-0005"" num=""0004"">A mounting device provided with a mounting head that collects components, and that mounts the components on a board using the mounting head is given as an example of a device that adopts such an image processing method. With such a mounting device, to grasp the shape and position of a component, there are cases in which images of a higher resolution are required. With the mounting device, to perform mounting processing of components of various sizes, shapes, and colors, there are cases in which imaging conditions are changed in accordance with the component. Also, as in the above patent literature 1, one may consider generating a high resolution image using multiple images, but it is necessary to perform accurate alignment of the multiple images. Thus, for such a mounting device, it is desirable to more reliably achieve images with a higher resolution.</p>', '<p id=""p-0006"" num=""0005"">The present invention takes account of such circumstances, and an object thereof is to provide a mounting device, an image processing method, and an imaging unit that enable more reliable achievement of a higher resolution image.</p>']"
177,US10205865B2,Camera and method for manufacturing the same,utility,"['<p id=""p-0008"" num=""0007"">The present invention is directed to solve at least one or more of the aforementioned problems in whole or in part and to provide a camera capable of increasing water-tightness efficiency and a method for manufacturing the same.</p>', '<p id=""p-0009"" num=""0008"">Technical problems to be solved by the present invention are not restricted to the above-mentioned, and any other technical problems not mentioned so far will be clearly appreciated from the following description by skilled in the art.</p>']"
178,US10205887B2,Information communication method,utility,"['<p id=""p-0007"" num=""0006"">However, the conventional method is limited to a case in which a device to which the method is applied has three color light sources such as an illuminator. The present disclosure solves this problem, and provides an information communication method that enables communication between various devices including a device with low computational performance.</p>']"
179,US10205912B2,Biological imaging device and biological imaging method,utility,"['<p id=""p-0012"" num=""0011"">The inventions disclosed in the above-mentioned patent literatures, however, have the following problems.</p>', '<p id=""p-0013"" num=""0012"">At first, the invention of the patent literature 1 can obtain the blood vessel image having an excellent contrast owing to a reflected light technique; however it requires a big device because the light source needs to be placed on the finger or in the side of the finger. Further, there is a problem that it is difficult to place the finger due to disturbance by the light source and hence, maneuverability deteriorates.</p>', '<p id=""p-0014"" num=""0013"">In addition, the invention of the patent literature 1 has a problem that it takes much time to obtain information for authentication because the fingerprint image and the blood vessel image need to be separately taken by switching the light source, and the fingerprint image and the blood vessel image cannot be taken at a time.</p>', '<p id=""p-0015"" num=""0014"">Further, the invention of the patent literature 2, which is configured to read out the fingerprint and the blood vessel by contacting the finger with the plate or the transparent plate, has a problem that it is difficult to obtain the blood vessel image because the blood vessel is oppressed and thus, the blood runs away.</p>', '<p id=""p-0016"" num=""0015"">Thereupon, the present invention has been accomplished in consideration of the above-mentioned problems, and an object of the present invention is to provide the biological imaging device capable of simultaneously taking the images of the blood vessel of the finger and the fingerprint without switching the light source, and the biological imaging method thereof.</p>']"
180,US10205927B2,"Encoding device and encoding method, and decoding device and decoding method",utility,"['<p id=""p-0011"" num=""0009"">However, when information regarding a depth image is included in an encoded stream, a reduction in an encoding amount of the encoded stream has not been considered.</p>', '<p id=""p-0012"" num=""0010"">The present technology is finalized in view of such circumstances and is a technology for reducing an encoding amount of the encoded stream when information regarding a depth image is included in the encoded stream.</p>']"
181,US10205959B2,"Video coding method, video decoding method, video coding apparatus and video decoding apparatus",utility,"['<p id=""p-0006"" num=""0005"">In recent years, broadcasting and distribution of content at a high resolution of 4K×2K have been being planned, requiring coding efficiency higher than that of such a moving picture coding scheme already standardized.</p>', '<p id=""p-0007"" num=""0006"">In view of this, non-restrictive and exemplary embodiments are described herein to provide a moving picture coding method and a moving picture decoding method by which coding is performed with increased coding efficiency.</p>']"
182,US10205964B2,Image encoding/decoding method using prediction block and apparatus for same,utility,"['<p id=""p-0006"" num=""0005"">The present invention provides an image encoding method and apparatus capable of improving image encoding/decoding efficiency.</p>', '<p id=""p-0007"" num=""0006"">The present invention also provides an image decoding method and apparatus capable of improving image encoding/decoding efficiency.</p>', '<p id=""p-0008"" num=""0007"">The present invention also provides a prediction block generating method and apparatus capable of improving image encoding/decoding efficiency.</p>', '<p id=""p-0009"" num=""0008"">The present invention also provides an intra prediction method and apparatus capable of improving image encoding/decoding efficiency. The present invention also provides a filtering performing method and apparatus capable of improving image encoding/decoding efficiency.</p>']"
183,US10205969B2,360 degree space image reproduction method and system therefor,utility,"['<p id=""p-0009"" num=""0008"">Therefore, the present invention has been made in view of the above problems, and it is one object of the present invention to provide a video reproduction method and system in which a video is played, a user selects and plays a video of a desired angle while watching the playing video, and a desired part of the selected video is moved upward, downward, leftward, or rightward, zoomed in, or zoomed out, thereby viewing an active and more realistic image.</p>', '<p id=""p-0010"" num=""0009"">The above and other objects can be accomplished by the present invention described below.</p>']"
184,US10205990B2,"Device for sending or receiving video, method for controlling device, and computer program",utility,"['<p id=""p-0007"" num=""0006"">Some of devices supporting Miracast have both of the function as the source device and the function as the sink device and can execute these, switching between them, such as an adapter, smartphone, head-mounted display or the like for Miracast, for example. Traditionally, the switching between functions in such a device is carried out based on a manual operation by the user, such as operating a switch provided on the casing of the device or designating a function to be executed from a menu within the device.</p>', '<p id=""p-0008"" num=""0007"">However, there is a problem that the user finds it troublesome to switch between functions based on the manual operation. In this respect, the techniques disclosed in PTL 1 and PTL 2 take into no consideration the execution of the function as the source device and the function as the sink device, switching between them. Such a problem is not limited to the device conforming to Miracast but is a problem common to devices in general which send or receive a video according to a certain video wireless transmission standard for transmitting a video via one-to-one wireless communication.</p>', '<p id=""p-0009"" num=""0008"">Therefore, it is desired that the switching between the function as the sending-side device (source device) and the function as the receiving-side device (sink device) should be automated in a device for sending or receiving a video according to a video wireless transmission standard for transmitting a video via one-to-one wireless communication.</p>']"
185,US10206028B2,Damper and speaker apparatus,utility,"['<p id=""p-0005"" num=""0004"">Incidentally, in general, a damper includes a corrugation portion which is concentrically formed to surround an opening and has a convexoconcave arranged in a radial direction in order to stabilize the direction of oscillation of the voice coil bobbin and to abate noise by suppressing unnecessary natural oscillations of oscillatory systems (diaphragm, damper, edge and the like). Regarding such a damper, an attachment portion (circumference of an opening portion) on the inner side of the corrugation portion is connected to the voice coil bobbin, and an attachment portion on the outer side is connected to the frame. With a speaker apparatus including such a damper, there is a possibility that, when an excessive input signal (e.g., signal by noise) is entered, the voice coil bobbin is driven to oscillate accordingly and the amplitude of the oscillatory systems following the voice coil bobbin is increased, resulting in damage.</p>', '<p id=""p-0006"" num=""0005"">Given the above, one conceivable configuration is that the damper is generally formed of a hard-to-deform material so that the amplitude of the oscillatory system as the voice coil bobbin is driven by an excessive input signal is suppressed. However, with such a damper, the amplitude of the oscillatory system is reduced even without an excessive input signal and the sound pressure of radiation sound with respect to the magnitude of the input signal is reduced, thereby reducing the efficiency of the speaker apparatus.</p>', '<p id=""p-0007"" num=""0006"">It is one exemplary object of the present invention to provide a damper and a speaker apparatus including the damper, the damper suppressing damage to an oscillatory system due to an excessive input signal and enables an increase in efficiency of the speaker apparatus.</p>']"
186,US10206034B2,"Sound field collecting apparatus and method, sound field reproducing apparatus and method",utility,"['<p id=""p-0010"" num=""0009"">However, with the technology using a linear microphone array, to try to reproduce a sound field more accurately, a higher-performance linear microphone array is required as a linear microphone array to be used for collecting wave fronts. Such a high-performance linear microphone array is expensive, and it is difficult to reproduce a sound field accurately at low cost.</p>', '<p id=""p-0011"" num=""0010"">The present technology has been made in view of such circumstances, and is directed to reproducing a sound field accurately at lower cost.</p>']"
187,US10206090B2,Method and device for searching for available device in M2M environment,utility,"['<p id=""p-0005"" num=""0004"">In the typical M2M environment, when a request for searching for a specific device, which is desired to be used, is made to a search target node, a middle node, or an infrastructure node, it is impossible to figure out whether or not the devices are available, which are searched for by the search target node, the middle node, or the infrastructure node. According to this, since it is impossible to know whether or not a specific device is available when searching the specific device for usage, even though the device is discovered, the device cannot be used in some cases. The present invention is intended to know the availability of a device to be searched for at the time when searching for and using the device, thereby quickly finding and providing the available device in an emergency situation, as well as in a normal situation, in the M2M communication.</p>']"
188,US10206091B2,"Method for monitoring UE reachability in wireless communication system, and device for same",utility,"['<p id=""p-0006"" num=""0005"">The present invention has been made in an attempt to provide a method for transmitting downlink data (or packets) efficiently to constrained devices characterized by low complexity and low energy (for example, Internet of Things (IoT) devices, M2M devices, and category 0 terminals employing a single antenna to realize low complexity).</p>', '<p id=""p-0007"" num=""0006"">Technical objects of the present invention are not limited to those objects described above; other technical objects not mentioned above can be clearly understood from what are described below by those skilled in the art to which the present invention belongs.</p>']"
189,US10206116B2,"Radio base station, user terminal, radio communication system and radio communication method",utility,"['<p id=""p-0008"" num=""0007"">In a radio communication system (LAA) that runs LTE in unlicensed bands, cases might occur where the timings data transmission starts and ends change depending on the result of LBT and the burst length that is allowed. These timings do not necessarily meet subframe boundaries, and therefore it is not possible to allocate or transmit resources in one-subframe units as has been done heretofore. Assuming such cases, it is necessary to set forth a method of making maximum use of resources while preventing demodulation errors in user terminals.</p>', '<p id=""p-0009"" num=""0008"">The present invention has been made in view of the above, and it is therefore an object of the present invention to provide a radio base station, a user terminal, a radio communication system and a radio communication method, whereby, even if the maximum possible burst length of transmission is carried out after LBT, it is still possible to prevent demodulation errors in user terminals, and, furthermore, implement an LAA system that yields high spectral efficiency.</p>']"
190,US10206128B2,"Communication system, apparatus and related methods of operation",utility,"['<p id=""p-0019"" num=""0022"">However, in all these prior art documents and discussions, the NW control is not defined to any particular suitable functional level of detail, particularly as regards to how the NW might control communication or gather relevant D2D Quality of Link information, and indeed what form the D2D link-quality information might take.</p>', '<p id=""p-0020"" num=""0023"">To summarise therefore, the known art does not define any effective method to control link-quality direct communication scenarios such as, but in no way limited to, D2D communication between UEs within a network environment, and there is no effective teaching concerning method steps to exchange information as appropriate with the network.</p>']"
191,US10206130B2,Terminal device and base station device,utility,"['<p id=""p-0010"" num=""0009"">However, when the base station device is switched to the stop state, transmission of a synchronization signal and a reference signal is also stopped. Therefore, it is difficult for a terminal device to find the base station device in the stop state. In such a situation, it takes a long time for preparation for connecting the terminal device to the base station device in the stop state, which causes great deterioration in transmission efficiency.</p>', '<p id=""p-0011"" num=""0010"">The invention has been made in view of the aforementioned problem and an object thereof is to provide a base station device, a terminal device, a communication system, a communication method, and an integrated circuit which are able to improve transmission efficiency in a communication system in which the base station device communicates with the terminal device.</p>']"
192,US10206132B2,Method and apparatus for performing measurement using discovery reference signal (DRS) in wireless communication system,utility,"['<p id=""p-0006"" num=""0005"">The small cell enhancement technique supports the small cell on/off mechanism in order to save the energy of the small cell and to decrease the interference on a neighbor cell. In order to determine the state of small cell in a user equipment, the small cell broadcasts a discovery signal periodically regardless of the on/off state.</p>', '<p id=""p-0007"" num=""0006"">In order to solve the problem above, an object of the present disclosure is to provide a method for performing a measurement based on the discovery signal on the basis of the information in relation to a discovery measurement time, and for reporting the measurement result.</p>', '<p id=""p-0008"" num=""0007"">In addition, an object of the present disclosure is to provide a method for performing an accurate DRS measurement by identifying whether the subframe on which the DRS is transmitted and received is an MBSFN subframe based on MBSFN subframe configuration information of a neighbor cell.</p>', '<p id=""p-0009"" num=""0008"">In addition, an object of the present disclosure is to provide a method for constructing the information related to the MBSFN subframe configuration of a neighbor cell as the bitmap of simpler form and for transmitting it to a user equipment.</p>', '<p id=""p-0010"" num=""0009"">The technical objects to attain in the present invention are not limited to the above-described technical objects and other technical objects which are not described herein will become apparent to those skilled in the art from the following description.</p>']"
