,publication_number,patent_title,appl_type,positive_text
151,US10177322B2,"Iridium complex, method for producing iridium complex, organic electroluminescent element, display device, and lighting device",utility,"['<p id=""p-0036"" num=""0040"">According to the present invention, it is possible to provide an iridium complex having improved luminous efficiency and emission lifetime, a method for producing the same, an organic electroluminescent element using the iridium complex, and a display device and a lighting device that include the organic electroluminescent element.</p>', '<p id=""p-0037"" num=""0041"">The occurrence mechanism of the effects of the present invention and the action mechanism of the present invention are not clear, but are supposed as follows.</p>', '<p id=""p-0038"" num=""0042"">It is known that an iridium complex (hereinafter, also referred to as Ir complex) used in organic EL elements causes poor emission due to the presence of oxygen. The present inventors have investigated the molecular design of an iridium complex that is less likely to be affected by oxygen, and as a result have found that an iridium complex can be shielded from oxygen by coordinating ligands in such a manner that iridium as a central metal is surrounded by the ligands. More specifically, the present inventors have found that when the value of a parameter (coefficient of external influence (Svdw)) obtained by dividing the Van der Waals surface area of an iridium complex having an optimized structure calculated by quantum computing by the molecular weight of the iridium complex is 0.73 Å<sup>2</sup>/MW or less, the iridium complex is less likely to be affected by oxygen.</p>', '<p id=""p-0039"" num=""0043"">The reason for this is considered to be that when the value of Van der Waals surface area per molecular weight is equal to or less than the predetermined value, the proportion of atoms per volume occupied by the iridium complex is high and the iridium complex has a structure into which oxygen cannot enter, and therefore iridium as a central metal is not affected by oxygen.</p>']"
152,US10177358B2,Film production method and film production device,utility,"['<p id=""p-0037"" num=""0036"">An embodiment of the present invention makes it possible to provide a film producing method, a film producing apparatus, a film, and a film roll each of which can reduce the possibility of making a defective film publicly available.</p>']"
153,US10177383B2,"Nano-coating material, method for manufacturing same, coating agent, functional material, and method for manufacturing same",utility,"['<p id=""p-0050"" num=""0049"">The nano-coating material of the present invention can be dispersed in an organic solvent and then can be applied easily, uniformly and smoothly by a wet coating method, and binding groups that are capable of coordination bonding to metal atoms can strongly adhere the coating film to a metal surface. Particularly, in a case in which the second side chain is hydrophobic, hydrophobic groups can prevent penetration of water molecules to the surface of a substrate formed from a metal or an alloy. Therefore, a nano-coating material which is capable of forming a coating film having a high antirust effect even if the film thickness is thin, is provided.</p>', '<p id=""p-0051"" num=""0050"">Furthermore, the nano-coating material of the present invention can be used as, for example, a binder for a lithium ion battery electrode.</p>', '<p id=""p-0052"" num=""0051"">Furthermore, according to the method for producing a nano-coating material of the present invention, a nano-coating material that has, in a polymer main chain, a side chain having a binding group formed from a benzene ring having at least one pair of adjacent hydroxyl groups, and has a functional second side chain, can be produced conveniently and easily with high yield.</p>', '<p id=""p-0053"" num=""0052"">Regarding the functional material of the present invention, binding groups of a nano-coating film obtained from the coating material described above are strongly adhered by being coordinately bonded to metal atoms at the surface of a substrate formed from a metal or an alloy. Particularly, in a case in which the second side chain is hydrophobic, since hydrophobic groups prevent access of water molecules to the substrate surface, even if the film thickness of the coating film is small in a nano-scale, an excellent antirust effect is obtained, and the surface of a substrate of a metal, an alloy or the like can be reliably stably protected.</p>', '<p id=""p-0054"" num=""0053"">In the method for producing a functional material of the present invention, as the method includes a step for dispersing the nano-coating material described above in an organic solvent, and preparing a coating material dispersion liquid; and a step for applying the coating material dispersion liquid on a substrate surface by a wet coating method, subsequently drying the dispersion liquid, and thereby forming a nano-coating film on the substrate surface, even if the film thickness is very small in a nano-scale, binding groups capable of coordinate bonding to metal atoms can strongly adhere the nano-coating film to a metal surface. Particularly, in a case in which the second side chain is hydrophobic, a functional material in which hydrophobic groups can prevent approach of water molecules to the surface of a substrate formed from a metal or an alloy, can be easily obtained.</p>']"
154,US10177394B2,Fuel cell system and fuel cell control method,utility,"['<p id=""p-0008"" num=""0007"">According to the present invention, it is possible to achieve enhanced power generation efficiency by reducing introduction of fuel for heating air to be used for power generation.</p>']"
155,US10177402B2,Method of manufacturing sealed battery,utility,"['<p id=""p-0018"" num=""0017"">The present invention makes it possible to release a gas generated during an initial charge without increasing the number of steps.</p>']"
156,US10177403B2,"Negative-electrode active material for non-aqueous electrolyte secondary battery, negative electrode for non-aqueous electrolyte secondary battery, and non-aqueous electrolyte secondary battery",utility,"['<p id=""p-0010"" num=""0009"">One aspect of the present disclosure can improve the cycle characteristics of a non-aqueous electrolyte secondary battery that contains a silicon material as a negative-electrode active material.</p>']"
157,US10177413B2,Lithium ion secondary battery,utility,"['<p id=""p-0020"" num=""0022"">The present invention is capable of improving cycle characteristics of a lithium ion secondary battery comprising a positive electrode active material which operates at a potential of 4.5 V or higher versus lithium.</p>']"
158,US10177414B2,Nonaqueous electrolytic solution and nonaqueous electrolyte secondary battery using the same,utility,"['<p id=""p-0064"" num=""0063"">The nonaqueous electrolytic solutions according to the present invention allow nonaqueous electrolyte secondary batteries to achieve both excellent initial battery characteristics and excellent battery characteristics after durability testing, making it possible to reduce the size of and to enhance the performance and safety of the nonaqueous electrolyte secondary batteries.</p>', '<p id=""p-0065"" num=""0064"">The nonaqueous electrolyte secondary batteries manufactured with the inventive nonaqueous electrolytic solutions, and the inventive nonaqueous electrolyte secondary batteries achieve both excellent initial battery characteristics and excellent battery characteristics after durability testing. The mechanisms and principles for such simultaneous enhancement are not fully understood but are probably the following. However, the mechanisms and principles described below do not limit the scope of the invention.</p>', '<p id=""p-0066"" num=""0065"">Aromatic carboxylate esters and carboxylic aromatic esters, typically those described in Patent Literatures 1 to 13, usually provide an enhancement in battery characteristics through the formation of film structures on positive electrodes. In the aromatic carboxylate esters or the carboxylic aromatic esters described in Patent Literatures 1 to 10 in which an oxycarbonyl group or a carbonyloxy group is bonded directly on the aromatic ring, however, a vacant orbital of the aromatic ring overlaps with a vacant orbital of the carbonyl group and consequently the compound is reduced very easily on the negative electrode to form a large amount of a film having low Li<sup>+</sup> conductivity. As a result, charge discharge characteristics or charge discharge efficiency at high current density may be significantly decreased. Further, the facilitated reductive side reaction may cause a significant decrease in discharge capacity.</p>', '<p id=""p-0067"" num=""0066"">In the phenylacetate esters described in Patent Literatures 11 and 12, the carbonyl group and the aromatic ring are so close to each other via a methylene group that their unoccupied orbitals overlap similarly to the case of the above compounds. Consequently, the reductive side reaction takes place on the negative electrode. Thus, these compounds can cause a decrease in battery characteristics similarly to the compounds described in Patent Literatures 1 to 10.</p>', '<p id=""p-0068"" num=""0067"">Patent Literature 13 is directed to solving the aforementioned problem by using an aromatic carboxylate ester prone to reduction in combination with a specific additive. However, the aromatic carboxylate esters described in the literature have so low resistance to oxidation that the side reaction occurs on the positive electrode at a normal service voltage possibly to cause a significant decrease in battery characteristics.</p>', '<p id=""p-0069"" num=""0068"">Meanwhile, at least one compound selected from the group consisting of fluorine-containing cyclic carbonates, sulfur-containing organic compounds, phosphonate esters, cyano group-containing organic compounds, isocyanate group-containing organic compounds, silicon-containing compounds, aromatic compounds other than those of Formula (2), carboxylate esters represented by Formula (3), cyclic compounds having a plurality of ether bonds, monofluorophosphate salts, difluorophosphate salts, borate salts, oxalate salts and fluorosulfonate salts (these compounds are also written as the compounds (II)) forms a film on the negative electrode to provide an enhancement in performance. However, a degradation occurs at the same time due to the oxidative side reaction on the positive electrode. Thus, the addition of these compounds alone provides only an insufficient enhancement in battery characteristics.</p>', '<p id=""p-0070"" num=""0069"">The first aspect of the present invention is based on the finding that the above problem can be solved by the incorporation of an aromatic carboxylate ester represented by Formula (1) into a nonaqueous electrolytic solution.</p>', '<p id=""p-0071"" num=""0070"">As will be described below, the aromatic carboxylate ester represented by Formula (1) has a carbonyl group and an aromatic ring which are so separated from each other that their vacant orbitals are unlikely to overlap with each other. This configuration is probably the reason why the reductive side reaction on the negative electrode is suppressed from occurring. Specifically, the aromatic carboxylate ester represented by Formula (1) includes a carbon atom having a hydrocarbon group as a substituent between the carbonyl group and the aromatic ring. In such a structure, the overlapping of unoccupied orbitals of the carbonyl group and the aromatic ring is difficult to occur due to the steric hindrance of the hydrocarbon group. As a result, the occurrence of the reductive side reaction on the negative electrode is reduced to the minimum. Thus, the compound can form a film structure on the positive electrode without decrease in battery characteristics, thereby realizing an enhancement in battery characteristics. In another embodiment, the aromatic carboxylate ester represented by Formula (1) may include a carboxylate skeleton having a long alkylene chain between the carbonyl group and the aromatic ring. In such a structure, the carbonyl group and the aromatic ring are so separated from each other that the probability of the overlapping of their vacant orbitals is reduced. Consequently, the occurrence of the reductive side reaction on the negative electrode can be prevented. When the alkylene group is an ethylene group, the carbonyl group and the aromatic ring are separated from each other but their vacant orbitals have slight overlapping. Further, in the case where the ester moiety has an aromatic ring, the compound may have a decreased resistance to reduction because the three groups in the structure, namely, the aromatic ring in the carboxylate skeleton, the carbonyl group and the aromatic ring in the ester moiety interact with one another at the same time. In this case, the reductive side reaction can take place on the negative electrode. Thus, the aromatic carboxylate ester represented by Formula (1) has a requirement that when the alkylene group between the carbonyl group and the aromatic ring in the carboxylate skeleton is an ethylene group, the ester moiety is an aliphatic hydrocarbon group.</p>', '<p id=""p-0072"" num=""0071"">The second aspect of the present invention is based on the finding that the problem discussed hereinabove can be solved by the incorporation of both an aromatic carboxylate ester represented by Formula (2) and a compound (II) into a nonaqueous electrolytic solution.</p>', '<p id=""p-0073"" num=""0072"">When used alone, the aromatic carboxylate ester represented by Formula (2) will undergo the reductive side reaction on the negative electrode due to the overlapping of unoccupied orbitals of the aromatic ring and the carbonyl group in the carboxylate skeleton similarly to as described hereinabove, and will form a large amount of a film having low Li<sup>+</sup> conductivity. When, in contrast, the aromatic carboxylate ester represented by Formula (2) is used together with the compound (II), the compound (II) forms a film on the negative electrode which prevents the reductive side reaction of the aromatic carboxylate ester represented by Formula (2). Further, part of the aromatic carboxylate ester represented by Formula (2) is incorporated during the formation of a film of the compound (II) on the negative electrode. Consequently, a stable composite film having high Li<sup>+</sup> conductivity is formed. On the positive electrode, the aromatic carboxylate ester represented by Formula (2) forms a film structure which prevents the oxidative side reaction of the compound (II). As a result, initial battery characteristics and battery characteristics after durability testing can be enhanced at the same time without causing a decrease in battery characteristics.</p>']"
159,US10177444B2,Scanning antenna,utility,"['<p id=""p-0045"" num=""0048"">An embodiment of the present invention provides a scanned antenna capable of being mass-produced by using conventional LCD manufacturing technology.</p>']"
160,US10177446B2,Antenna apparatus,utility,"['<p id=""p-0009"" num=""0008"">According to the present disclosure, it is possible to realize efficient wireless power transmission and reduction of a SAR.</p>', '<p id=""p-0010"" num=""0009"">Note that the effects described above are not necessarily limitative. With or in the place of the above effects, there may be achieved any one of the effects described in this specification or other effects that may be grasped from this specification.</p>']"
161,US10177465B2,Electrically conductive material,utility,"['<p id=""p-0011"" num=""0010"">With the present invention, since the Mohs\' hardness of the electrically insulating particles forming protrusions is large, the electrically conductive particles pierce and sufficiently penetrate the oxide layer of the electrode surface so that excellent conduction reliability can be achieved.</p>']"
162,US10177553B2,Power switching control apparatus and switching control method therefor,utility,"['<p id=""p-0010"" num=""0009"">The present invention estimates a future current waveform on the basis of a current waveform measured in a given duration after the detection of a fault current and determines a target opening time by using the estimated current waveform such that an arc duration is minimized; thus, by setting the given duration shorter than a measurement duration that is necessary for a conventional technique to estimate a current zero point, the present invention has an effect that enables the amount of erosion of electrode contacts to be reduced when the current is shut off due to a fault and enables the duration for recovering from the fault to be reduced.</p>']"
163,US10177560B2,Battery monitoring device,utility,"['<p id=""p-0013"" num=""0012"">According to the present invention, in a battery monitoring device that includes a monitoring unit and an interrupter, it is possible to interrupt a power supply from a battery to a load even if there occurs a failure in the interrupter or even if a signal line between the monitoring unit and the interrupter is broken or short circuited.</p>']"
164,US10177572B2,DC/AC system interconnection device and AC/AC system interconnection device,utility,"['<p id=""p-0023"" num=""0022"">According to the DC/AC system interconnection device of the invention, a bidirectional booster is not requested to be provided and power conversion between DC power and AC power can be bidirectionally and directly performed with a simple configuration.</p>', '<p id=""p-0024"" num=""0023"">According to the AC/AC system interconnection device of the invention, bidirectional power conversion can be directly performed between three-phase AC power supplies, which have different frequencies and/or voltages, with a simple configuration.</p>']"
165,US10177603B2,Coil unit and power supply system including the same,utility,"['<p id=""p-0014"" num=""0013"">As described above, according to the present invention, the electrode being the metal surface of the capacitor is arranged with non-perpendicular to the center axis of the coil. Thus, a magnetic flux is scarcely perpendicular to the metal surface, and it is possible to suppress the generation of eddy current on the electrode of the capacitor and to suppress the temperature rise of capacitor.</p>', '<p id=""p-0015"" num=""0014"">According to the present invention, it is possible to suppress the generation of the eddy current in the electrode of the capacitor, and to suppress the temperature rise of the capacitor.</p>', '<p id=""p-0016"" num=""0015"">According to the present invention, it is possible to more reliably suppress the generation of the eddy current in the electrode of the capacitor, and to suppress the temperature rise of the capacitor.</p>']"
166,US10177621B2,Rotating electric machine or wind power generation system,utility,"['<p id=""p-0010"" num=""0009"">The present invention can provide, for example, a rotating electric machine achieving an improved reliability.</p>']"
167,US10177636B2,Method of manufacturing laminated core,utility,"['<p id=""p-0021"" num=""0020"">In the method of manufacturing the laminated core according to the present invention, the gate hole is arranged in the dummy plate such that the gate hole overlaps with both of the surface of the core body and the magnet insertion hole, and the resin is injected through the gate hole. Accordingly, when the dummy plate is removed from the surface of the core body after the resin is cured, the resin is easily broken at an end (corner) of the magnet insertion hole. Therefore, the resin around the gate hole is not torn off together with the dummy plate, which can prevent the resin from being dented.</p>', '<p id=""p-0022"" num=""0021"">A required (optimal) region of the gate hole for injecting the resin is lapped over the magnet insertion hole, and the resin is injected therethrough. Thus, the resin can be injected throughout the magnet insertion hole even when a flow rate and an amount of the resin are decreased. In addition, the flow rate and the amount of the resin can be optimized by changing the overlap region of the gate hole and the magnet insertion hole depending on a type of resin and a volume of the magnet insertion hole.</p>', '<p id=""p-0023"" num=""0022"">The dummy plate includes the gate hole, the region of which required (optimal) for injecting the resin is lapped over the magnet insertion hole, and the resin is injected through the region. Thus, it is not necessary to reduce an area of opening of the gate hole. Accordingly, the removal of the residual resin from the dummy plate and an inside cleaning of the gate hole can be facilitated, and the dummy plate can be used repeatedly.</p>']"
168,US10177637B2,Permanent magnet motor,utility,"['<p id=""p-0019"" num=""0018"">In the permanent magnet motor according to the present invention, each of the projections includes the second projecting portion to be brought into abutment against the side surface of the permanent magnet in the circumferential direction and the first projecting portion separated away from the side surface of the permanent magnet.</p>', '<p id=""p-0020"" num=""0019"">When the first projecting portion has the total length L1 in the axial line direction and the height t1 between the extended line from the bonding surface and the parallel line with the extended line, which intersects with the corner portion of the first projecting portion, and</p>', '<p id=""p-0021"" num=""0020"">when the second projecting portion has the total length L2 in the axial line direction and the height t2 between the extended line and the parallel line with the extended line, which intersects with the corner portion of the second projecting portion,</p>', '<p id=""p-0022"" num=""0021"">(L1×t1)>(L2×t2) is satisfied.</p>', '<p id=""p-0023"" num=""0022"">As a result, the permanent magnet motor capable of reducing vibration noise of the motor by reducing irregular rotation, reducing decrease in motor torque, and further reducing increase in motor physical size can be obtained.</p>']"
169,US10177674B2,Power circuit device,utility,"['<p id=""p-0015"" num=""0014"">According to the invention, a common mode coil provided on an input side of a rectifying circuit and a metal frame are included, the metal frame is divided into a first metal frame and a second metal frame, the first metal frame is connected to the conductive body by an inductor or resistance, the second metal frame is connected to the ground wire terminal, and a noise loop is formed of the common mode coil, at least one of the first electrical wire, which connects the common mode coil, a positive polarity side of a rectifier circuit and the inverter, and a second electrical wire, which connects the common mode coil, a negative polarity side of the rectifier circuit and the inverter, the bypass capacitor, the conductive plate, and a ground wire terminal. Whereby noise propagating from the load propagates to the conductive plate through the ground wire terminal, and noise flowing from the load into a system power supply can be restricted.</p>']"
170,US10177675B2,Electric power conversion device,utility,"['<p id=""p-0011"" num=""0010"">With the present invention, reduction in height of the electric power conversion device can be achieved while maintaining high performance of the electric power conversion device.</p>']"
171,US10177676B2,Power converter,utility,"['<p id=""p-0013"" num=""0012"">Wire inductance can be reduced without damaging manufacturability of a power converter.</p>']"
172,US10177692B2,Variable electric motor system and electrically powered device,utility,"['<p id=""p-0066"" num=""0065"">An aspect of the present invention allows for a reduction in size of the device and a reduction in manufacturing cost.</p>']"
173,US10177703B2,Power conversion device and compressor driving device,utility,"['<p id=""p-0017"" num=""0016"">According to the power conversion device and the compressor driving device of the present invention, an effect is obtained where it is possible to eliminate a delay of an operation for compensating a leak current and reduce the leak current without causing any inverse compensation.</p>']"
174,US10177761B2,"Digital output circuit, printed-wiring board, and industrial apparatus",utility,"['<p id=""p-0015"" num=""0014"">The present invention achieves the effect of providing the digital output circuit wherein the mechanism to invert the logic output of the light receiving element is separately provided such that the smaller number of places to switch the wire connection therebetween than that of the conventional art is used to allow the circuit configuration of the output circuit to be switched between the sink-current type and the source-current type on the same printed-wiring board incorporated in the industrial apparatus.</p>']"
175,US10177829B2,"Wireless signal transmitting antenna, wireless signal receiving antenna, wireless signal transmitting system, wireless signal transmitting method, and wireless signal receiving method",utility,"['<p id=""p-0014"" num=""0014"">According to the wireless signal transmitting antenna, the wireless signal receiving antenna, the wireless signal transmitting system, the wireless signal transmitting method and the wireless signal receiving method according to the exemplary aspects of the present invention, it is possible to form a signal into a spiral beam and change the spiral pitch of the signal for wireless communications, and further to use a plurality of spiral beams with different spiral pitches simultaneously for wireless communications.</p>']"
176,US10177878B2,Information processing for detection of control code,utility,"['<p id=""p-0026"" num=""0025"">According to the present disclosure, a control code can be detected accurately even when an error occurs in the control code.</p>']"
177,US10177882B2,Integrated circuit for retransmission control,utility,"['<p id=""p-0068"" num=""0067"">According to the claimed invention, it is possible to support LTE fallback from two CCs while improving the characteristics of response signals having poor transmission characteristics by smoothing out, among the bits, the number of PUCCH resources each allowing an ACK/NACK to be determined only by determining the PUCCH resource in which the response signals are reported in a case where ARQ is applied to communications using an uplink component carrier and a plurality of downlink component carriers associated with the uplink component carrier while CCEs in a PDCCH region in PCell are associated in a one-to-one correspondence with PUCCH resources in the uplink component carrier.</p>']"
178,US10177887B2,"Radio base station, user terminal and radio communication method",utility,"['<p id=""p-0011"" num=""0010"">According to the present invention, it is possible to reduce the interference against predetermined signals in a radio communication system in which FTN is employed.</p>']"
179,US10177925B2,Radio communication device and method for controlling radio communication device,utility,"['<p id=""p-0012"" num=""0013"">According to the present invention, it is possible to provide a radio communication device and a method for controlling a radio communication device capable of realizing a stable operation even when a feed system that supplies power through a communication cable is used.</p>']"
180,US10177935B2,"Data transfer system, data transfer server, data transfer method, and program recording medium",utility,"['<p id=""p-0031"" num=""0030"">The data transfer system, the data transfer server, the data transfer method, and program according to the present invention enables, when a virtual network is configured in a network over a plurality of domains, a broadcast and a multicast to be transferred efficiently.</p>']"
181,US10177948B2,Transmission method,utility,"['<p id=""p-0010"" num=""0010"">The transmission method pertaining to the present invention, in particular when applied to a communication/broadcast system using error correction code having a high error correction capacity, such as low density parity check (LDPC) code and turbo code such as duo-binary turbo code, can contribute to improving data reception quality at a receive apparatus side at the time of initial detection or when iterative detection is performed.</p>']"
182,US10178298B2,"Image processing device, image processing method, and recording medium for optimal trimming of a captured image",utility,"['<p id=""p-0019"" num=""0018"">According to an embodiment of the present disclosure, it becomes possible to perform optimal trimming, without an object being extracted which is different from that intended by a user.</p>']"
183,US10178299B2,Control device and control method,utility,"['<p id=""p-0019"" num=""0020"">According to an embodiment of the present disclosure as described above, when specifying a position to be focused, it is possible to intuitively and easily specify a position, including in the depth direction.</p>', '<p id=""p-0020"" num=""0021"">Note that the effects described above are not necessarily limited, and along with or instead of the effects, any effect that is desired to be introduced in the present specification or other effects that can be expected from the present specification may be exhibited.</p>']"
184,US10178305B2,Imaging apparatus and method to capture images based on recommended applications,utility,"['<p id=""p-0012"" num=""0011"">According to the present disclosure, as described above, it becomes possible to recommend an application suitable for a situation.</p>']"
185,US10178324B2,"Imaging apparatus, client device, imaging system, control method of imaging apparatus, control method of client device, and control method of imaging system",utility,"['<p id=""p-0070"" num=""0069"">According to the present invention, provided is a client device connected to an imaging apparatus via network, with which cases where the imaging apparatus uses additional information related to insertion and retraction of the infrared cut filter are comprehended, whereby user operability can be improved.</p>', '<p id=""p-0071"" num=""0070"">Also, according to the present invention, an imaging apparatus such as follows can be provided. That is to say, an imaging apparatus connected to a client via network causes the client device to comprehend cases where the imaging apparatus uses additional information related to insertion and retraction of the infrared cut filter, whereby user operability can be improved.</p>', '<p id=""p-0072"" num=""0071"">Also according to the present invention, an imaging system such as follows can be provided. That is to say, an imaging system causes a client device connected to an imaging apparatus via network to comprehend cases where the imaging apparatus uses additional information related to insertion and retraction of the infrared cut filter.</p>', '<p id=""p-0073"" num=""0072"">Also according to the present invention, an advantage can be had in that the imaging apparatus can be controlled from an external client device so as to automatically perform insertion and retraction of the infrared cut filter.</p>', '<p id=""p-0074"" num=""0073"">Also according to the present invention, the need for the user to intentionally consider the additional existence of delay time regarding the brightness of the surroundings and insertion and retraction of the infrared cut filter (or selection of imaging mode), is reduced, so there is the advantage the user operability increases.</p>', '<p id=""p-0075"" num=""0074"">Further features of the present invention will become apparent from the following description of exemplary embodiments with reference to the attached drawings.</p>']"
186,US10178338B2,Electronic apparatus and method for conditionally providing image processing by an external apparatus,utility,"['<p id=""p-0020"" num=""0019"">According to the present invention, it is possible to provide an electronic apparatus whose convenience of use is good.</p>']"
187,US10178361B2,"Image pickup element, imaging apparatus, and image recognition system using non-polarized light",utility,"['<p id=""p-0008"" num=""0007"">The image pickup element of the present invention can acquire the polarized filter image together with the regular luminance image.</p>']"
188,US10178384B2,"Image decoding device, image coding device, and residual prediction device",utility,"['<p id=""p-0011"" num=""0011"">According to the present invention, the effect of reducing the amount of processing is achieved because a case of performing residual prediction is limited according to a block size. Furthermore, the effect of suppressing degradation of coding due to the limitation according to a block size and reducing the amount of processing is achieved by splitting a luma block into sub-blocks and performing residual prediction and by performing residual prediction without splitting a chroma block into sub-blocks. Furthermore, the effect of suppressing degradation of coding due to the limitation according to a block size and reducing the amount of processing is achieved by updating a disparity vector in a case where disparity prediction is not performed for the target block (in a case where ivRefFlag is equal to 0).</p>']"
189,US10178404B2,"Moving picture coding method, moving picture coding apparatus, moving picture decoding method, moving picture decoding apparatus and moving picture coding and decoding apparatus",utility,"['<p id=""p-0027"" num=""0026"">According to the present disclosure, a new merge block candidate of bi-directional prediction is calculated from merge block candidates, so as to improve coding efficiency.</p>']"
190,US10178408B2,"Video coding device, video decoding device, video coding method, video decoding method, and program",utility,"['<p id=""p-0033"" num=""0033"">According to the present invention, it is possible to enhance the coding efficiency of chroma components.</p>']"
191,US10178552B2,Authentication system and method using flash of smart mobile,utility,"['<p id=""p-0027"" num=""0026"">Since the present invention is capable of authentication by transmitting through light emitted from a flash of a smart mobile according to foregoing solution of the problem, security and stability can be improved in comparison with other authentication systems such as an ID, a password, a public authentication which are necessary to a bank task, a personal authentication, an identity authentication and a transaction remittance.</p>', '<p id=""p-0028"" num=""0027"">And, even if the smart mobile is lost or a stranger acquiring this are misappropriating, cryptography such as patterns cannot be solved thereby it is not available.</p>', '<p id=""p-0029"" num=""0028"">Further, carrying is easy to use anywhere regardless of the place because the transaction is available using a flash equipped to the smart mobile.</p>', '<p id=""p-0030"" num=""0029"">Other effects of the present invention are understood through features of the present invention, are known from examples of the present invention, and are demonstrated by means shown in claims and combination thereof.</p>']"
192,US10178577B2,"Wireless communication terminal, wireless communication base station, wireless communication system, and reporting method",utility,"['<p id=""p-0040"" num=""0039"">According to the wireless communication terminal, the wireless communication base station, the wireless communication system, and the reporting method according to the present invention, the external device can precisely grasp the state in which the radio link failure occurs in the wireless communication terminal even in the environment where the ABS is used.</p>']"
193,US10178584B2,Method for changing a link connection in a communication system and device therefor,utility,"['<p id=""p-0020"" num=""0019"">According to the present invention, a sidelink buffer status report can be canceled in a D2D communication system under a certain condition.</p>', '<p id=""p-0021"" num=""0020"">It will be appreciated by persons skilled in the art that that the effects achieved by the present invention are not limited to what has been particularly described hereinabove and other advantages of the present invention will be more clearly understood from the following detailed description taken in conjunction with the accompanying drawings.</p>']"
194,US10178604B2,Terminal and communication method thereof,utility,"['<p id=""p-0021"" num=""0022"">According to the present invention, it is possible to provide a terminal and a communication method thereof capable of preventing degradation of the error characteristic of control information even in a case of employing an asymmetric carrier aggregation scheme and employing a MIMO transmission method on an uplink.</p>']"
195,US10178674B2,Communication apparatus and method for discrete fourier transforming a time domain symbol to a frequency domain signal,utility,"['<p id=""p-0021"" num=""0021"">When dividing an SC-FDMA signal into a plurality of clusters and mapping the plurality of clusters to discontinuous frequency bands (when using C-SC-FDMA), the present invention can reduce ISI caused by the loss of orthogonality of a DFT matrix.</p>']"
196,US10178751B2,Ignition plug,utility,"['<p id=""p-0008"" num=""0007"">In the first embodiment, a center electrode includes a shaft portion that extends along an axial line and a head portion that is disposed at a front end of the shaft portion. The head portion has a width greater than that of the shaft portion in the radial direction. Therefore, the wall thickness of the insulator can be thinned without reducing the outer diameter at the front side of the insulator (that is, while ensuring the surface area at the front side of the insulator). Thus, a plasma generation region can be widened, and ignitability can be improved.</p>', '<p id=""p-0009"" num=""0008"">In addition, the insulator includes a first insulator that has an axial hole having a diameter smaller than a maximum diameter of the head portion and in which the shaft portion is disposed; and a second insulator that encloses the head portion. Thus, the wall thickness of the first insulator surrounding the shaft portion can be thickened compared with the wall thickness of the second insulator surrounding the head portion. Therefore, much plasma can be generated at an outer surface of the second insulator while current penetration in the first insulator is suppressed. Moreover, the insulator enables the center electrode to be easily disposed in the insulator because the insulator includes the two members of the first insulator and the second insulator.</p>', '<p id=""p-0010"" num=""0009"">In the second embodiment, a large-diameter portion of the first insulator protrudes outward in the radial direction, and a shelf portion of the metal shell is provided on the front side of the large-diameter portion. The shelf portion protrudes inward further than the large-diameter portion in the radial direction over the entire circumference. The large-diameter portion of the first insulator is supported by the shelf portion of the metal shell. When the large-diameter portion is provided at the first insulator of the insulator covering the shaft portion, the thickness in the radial direction of the large-diameter portion can be thickened compared with the case where the large-diameter portion is provided at the second insulator that encloses the head portion widening further than the shaft portion in the radial direction. Therefore, in addition to the effect in the first embodiment, the mechanical strength of the large-diameter portion can be ensured.</p>', '<p id=""p-0011"" num=""0010"">In the third embodiment, the surface area of the second insulator can be increased because the outer diameter of at least a portion of the second insulator on the front side of the metal shell is larger than a minimum inner diameter of the shelf portion. In addition, the surface area of the second insulator can be increased while the thickness of the insulator is comparatively thinned at a portion near a location in the vicinity of the center of a combustion chamber because the center electrode includes, at the front end, the head portion widening further than the shaft portion in the radial direction. Therefore, in addition to the effect in the second embodiment, the amount of plasma generation can be increased.</p>', '<p id=""p-0012"" num=""0011"">In the fourth embodiment, the head portion is disposed on the front side of the front end of the metal shell. Penetration easily occurs at a portion of the insulator between the metal shell and the center electrode; however, a portion (portion having a thin wall thickness) of the second insulator surrounding the head portion can be prevented from being disposed inside the metal shell by disposing the head portion on the front side of the front end of the metal shell. Therefore, in addition to the effect in any of first to third embodiments, the penetration in the insulator can be further prevented from easily occurring.</p>']"
197,US10178767B2,"Resin composition, prepreg, laminate, metallic foil clad laminate, and printed circuit board",utility,"['<p id=""p-0080"" num=""0080"">The present invention can provide a resin composition that has a variety of properties required for a material for printed circuit boards such as high flame retardancy, and can attain a cured product having high moldability, high resistance against chemicals in a desmearing step, and a small coefficient of thermal expansion, a prepreg comprising the resin composition, a laminate including the prepreg, a metallic foil clad laminate including the prepreg, and a printed circuit board including the prepreg.</p>']"
198,US10178775B2,"Copper foil provided with carrier, laminate, printed wiring board, and method for fabricating printed wiring board",utility,"['<p id=""p-0065"" num=""0064"">According to the present invention, a copper foil provided with a carrier can be provided which enables, in a laminate produced by laminating a copper foil provided with a carrier on a resin substrate, to peel the ultrathin copper layer from the carrier well.</p>']"
